Manually-Verified Phonic Group	peak_frequency_time_SPECTROGRAM	peak_frequency_SPECTROGRAM	peak_frequency_WELCH	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	_merge	Selection	View	Channel
HF	64.78396666666667	56250.0	56640.0	3.583006772887894	64.7825	64.7897	56406	62648	Pipistrellus pygmaeus	0.027	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	11	Waveform 1	1
HF	65.00789999999999	45750.0	48960.0	2.3425157847166593	65.0055	65.0106	31484	75180	Myotis mystacinus	0.027	0.066	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	12	Waveform 1	1
HF	65.0526	55500.0	48960.0	3.202486628431696	65.0505	65.0559	33203	68694	Myotis mystacinus	0.01	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	13	Waveform 1	1
HF	65.2547	54000.0	52800.00000000001	5.273869229018863	65.2525	65.2578	32343	73273	Myotis mystacinus	0.011	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	14	Waveform 1	1
HF	65.30146666666667	54750.0	51840.0	5.606975835145026	65.2985	65.3042	33203	68106	Myotis brandtii	0.008	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	15	Waveform 1	1
HF	65.45779999999999	48000.0	47040.0	8.950842919759074	65.4555	65.4607	30625	74085	Myotis mystacinus	0.014	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	16	Waveform 1	1
HF	65.56893333333333	54000.0	53760.00000000001	5.07569295964871	65.5675	65.5724	52109	62741	Pipistrellus pipistrellus	0.075	0.087	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	17	Waveform 1	1
HF	94.63366666666668	49500.0	51840.0	2.1817901954801355	94.6305	94.636	48671	57703	Pipistrellus pipistrellus	0.034	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	18	Waveform 1	1
HF	94.7359	52500.0	49920.0	1.6353493740850886	94.7335	94.7386	49531	56583	Pipistrellus pipistrellus	0.092	0.117	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	19	Waveform 1	1
HF	94.78873333333333	53250.0	52800.00000000001	3.2485928168024243	94.7875	94.7926	35781	61975	Myotis mystacinus	0.011	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	20	Waveform 1	1
HF	95.3144	57000.0	56640.0	2.1360745550391504	95.3125	95.3181	55546	65223	Pipistrellus pygmaeus	0.175	0.177	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	21	Waveform 1	1
HF	95.8194	55500.0	55679.99999999999	5.151890068573062	95.8175	95.8231	33203	65387	Myotis brandtii	0.011	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	22	Waveform 1	1
HF	96.01493333333332	50250.0	49920.0	3.1242501958545437	96.0015	96.0154	47812	56054	Pipistrellus pipistrellus	0.025	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	23	Waveform 1	1
HF	96.66083333333331	80250.0	78720.0	0.5622963379362597	96.6595	96.696	68437	81686	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	24	Waveform 1	1
HF	97.00153333333331	73500.0	71040.0	1.7855486770622575	96.9725	97.0128	68437	82417	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	25	Waveform 1	1
HF	97.07653333333332	62250.0	56640.0	22.578655979066315	97.0715	97.0763	57265	66149	Pipistrellus pygmaeus	0.022	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	26	Waveform 1	1
HF	97.18336666666669	58500.0	52800.00000000001	20.88464213619642	97.1755	97.1833	55546	63122	Myotis alcathoe	0.01	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	27	Waveform 1	1
HF	97.25473333333332	78750.0	72000.0	2.357955299700418	97.2515	97.2966	68437	83851	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	28	Waveform 1	1
HF	97.35603333333331	52500.0	54719.99999999999	12.4457237743579	97.3545	97.3593	31484	76391	Myotis mystacinus	0.022	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	29	Waveform 1	1
HF	97.43803333333334	81750.0	78720.0	1.4208577687481705	97.4075	97.4463	68437	81540	Rhinolophus ferrumequinum	0.031	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	30	Waveform 1	1
HF	97.61283333333331	70500.0	69120.0	-0.246386748679415	97.5855	97.6275	68437	82768	Rhinolophus ferrumequinum	0.035	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	31	Waveform 1	1
HF	97.69216666666668	50250.0	47040.0	8.416298733734976	97.6895	97.6955	29765	74872	Myotis daubentonii	0.009	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	32	Waveform 1	1
HF	111.55076666666666	52500.0	47040.0	2.023279192882085	111.5475	111.5529	34062	68173	Myotis brandtii	0.008	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	33	Waveform 1	1
HF	122.84336666666668	49500.0	48960.0	2.077780869145359	122.8405	122.8463	33203	67059	Myotis brandtii	0.009	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	34	Waveform 1	1
HF	123.05466666666666	57000.0	56640.0	3.1091149579052546	123.0525	123.059	55546	63050	Pipistrellus pygmaeus	0.19	0.191	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	35	Waveform 1	1
HF	123.26483333333331	42750.0	51840.0	4.688615150704639	123.2645	123.2705	34062	58964	Myotis mystacinus	0.011	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	36	Waveform 1	1
HF	123.51156666666668	48750.0	48960.0	2.661133840355842	123.5085	123.5141	34062	71246	Myotis mystacinus	0.014	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	37	Waveform 1	1
HF	123.64183333333334	49500.0	49920.0	1.2049082984373372	123.6405	123.6455	32343	70840	Myotis mystacinus	0.014	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	38	Waveform 1	1
HF	123.78193333333331	49500.0	55679.99999999999	6.406818965252531	123.7805	123.7854	33203	73182	Myotis mystacinus	0.014	0.036	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	39	Waveform 1	1
HF	124.2456	50250.0	48960.0	3.0296758227736333	124.2435	124.2489	33203	65786	Myotis brandtii	0.009	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	40	Waveform 1	1
HF	149.64286666666666	48000.0	48000.0	1.850489412926952	149.6395	149.6448	38359	62156	Myotis bechsteinii	0.01	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	41	Waveform 1	1
HF	150.3449	52500.0	52800.00000000001	2.682000871522777	150.3425	150.3476	31484	61756	Myotis daubentonii	0.013	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	42	Waveform 1	1
HF	150.63486666666665	52500.0	52800.00000000001	1.5894819899145791	150.6315	150.6368	35781	62832	Myotis mystacinus	0.009	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	43	Waveform 1	1
HF	150.7101	31500.0	48000.0	1.568887022860611	150.7085	150.7144	28046	47247	Myotis nattereri	0.006	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	44	Waveform 1	1
HF	162.0254	56250.0	52800.00000000001	4.778985410255769	162.0205	162.0266	34921	57339	Myotis daubentonii	0.007	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	45	Waveform 1	1
HF	163.13203333333334	79500.0	79680.0	0.0739369431777908	163.1305	163.1738	68437	82709	Rhinolophus ferrumequinum	0.029	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	46	Waveform 1	1
HF	163.25366666666667	48000.0	48960.0	3.8913678041734134	163.2505	163.256	33203	69558	Myotis mystacinus	0.009	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	47	Waveform 1	1
HF	163.8496	57750.0	56640.0	16.090333723167305	163.8455	163.8524	56406	64698	Pipistrellus pygmaeus	0.045	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	48	Waveform 1	1
HF	164.2475	51000.0	48000.0	0.6361181896371291	164.2455	164.251	34921	65320	Myotis mystacinus	0.01	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	49	Waveform 1	1
HF	181.91363333333337	48000.0	48960.0	4.589205229516331	181.9115	181.9192	48671	52709	Pipistrellus pipistrellus	0.019	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	50	Waveform 1	1
HF	182.4861	49500.0	48960.0	6.279850610594479	182.4845	182.4904	49531	54062	Pipistrellus pipistrellus	0.014	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	51	Waveform 1	1
HF	191.7421	57000.0	56640.0	7.924753033168645	191.7395	191.7479	56406	64915	Pipistrellus pygmaeus	0.024	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	52	Waveform 1	1
HF	192.65926666666667	71250.0	71040.0	0.8931827025481989	192.6465	192.6844	68437	82141	Rhinolophus ferrumequinum	0.027	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	53	Waveform 1	1
HF	192.9451	68250.0	68160.0	1.1056026168771584	192.9365	192.9739	68437	82046	Rhinolophus ferrumequinum	0.029	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	54	Waveform 1	1
HF	193.01126666666667	67500.0	67200.0	0.1565204677448777	192.9815	193.0199	68437	81864	Rhinolophus ferrumequinum	0.023	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	55	Waveform 1	1
HF	193.28863333333337	71250.0	75840.0	2.340306019475543	193.2835	193.3267	68437	83016	Rhinolophus ferrumequinum	0.036	0.036	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	56	Waveform 1	1
HF	193.35586666666663	70500.0	71040.0	-2.135746288065292	193.3235	193.3663	68437	82639	Rhinolophus ferrumequinum	0.028	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	57	Waveform 1	1
HF	194.00533333333337	56250.0	55679.99999999999	4.163858353749611	194.0015	194.0145	56406	64537	Pipistrellus pygmaeus	0.042	0.047	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	58	Waveform 1	1
HF	194.0273	48750.0	48960.0	9.1733365269933	194.0255	194.0312	32343	70028	Myotis brandtii	0.012	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	59	Waveform 1	1
HF	194.10463333333337	48750.0	53760.00000000001	10.883389749413972	194.1035	194.1087	30625	69358	Myotis mystacinus	0.017	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	60	Waveform 1	1
HF	194.26493333333335	52500.0	52800.00000000001	8.979958245277288	194.2635	194.2684	32343	80510	Myotis mystacinus	0.022	0.056	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	61	Waveform 1	1
HF	194.3046	53250.0	54719.99999999999	14.286784463689974	194.3035	194.3099	52968	63871	Pipistrellus pygmaeus	0.091	0.112	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	62	Waveform 1	1
HF	194.34676666666667	47250.0	47040.0	2.768525151439347	194.3435	194.3489	29765	72475	Myotis mystacinus	0.011	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	63	Waveform 1	1
HF	195.2782	60000.0	59520.0	10.601937105101625	195.2745	195.2818	58984	66404	Pipistrellus pygmaeus	0.02	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	64	Waveform 1	1
HF	195.44073333333333	49500.0	48960.0	18.74216305568928	195.4365	195.4421	33203	63222	Myotis brandtii	0.008	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	65	Waveform 1	1
HF	196.02983333333333	48750.0	48960.0	5.76417455970688	196.0255	196.031	34921	64509	Myotis bechsteinii	0.009	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	66	Waveform 1	1
HF	198.00436666666667	49500.0	48960.0	4.441965270973504	198.0015	198.0073	40078	58705	Myotis brandtii	0.011	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	67	Waveform 1	1
HF	204.55383333333333	54750.0	54719.99999999999	8.791782456282531	204.5525	204.5575	52109	62058	Pipistrellus pygmaeus	0.124	0.153	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	68	Waveform 1	1
HF	204.6075	52500.0	51840.0	0.1791402556357574	204.6055	204.611	34921	71040	Myotis brandtii	0.009	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	69	Waveform 1	1
HF	204.66293333333337	55500.0	55679.99999999999	9.616125163721016	204.6625	204.6684	55546	61328	Pipistrellus pygmaeus	0.062	0.065	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	70	Waveform 1	1
HF	204.7369	55500.0	56640.0	0.0187540338300238	204.7355	204.7451	55546	63547	Pipistrellus pygmaeus	0.044	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	71	Waveform 1	1
HF	229.17303333333336	51750.0	52800.00000000001	4.125257014360082	229.1695	229.1758	50390	57304	Pipistrellus pipistrellus	0.034	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	72	Waveform 1	1
HF	229.47916666666663	51000.0	48000.0	2.2174898809677797	229.4755	229.4805	38359	71463	Myotis bechsteinii	0.016	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	73	Waveform 1	1
HF	229.59656666666663	55500.0	55679.99999999999	0.6029946211009481	229.5875	229.5976	55546	62610	Pipistrellus pygmaeus	0.019	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	74	Waveform 1	1
HF	229.98993333333337	48750.0	48960.0	3.856689962419544	229.9855	229.9909	36640	59823	Myotis brandtii	0.008	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	75	Waveform 1	1
HF	230.6626	59250.0	57600.0	8.524910871016832	230.6605	230.6659	56406	66011	Pipistrellus pygmaeus	0.087	0.091	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	76	Waveform 1	1
HF	231.26606666666663	58500.0	58560.0	2.9034194822313126	231.2625	231.2711	56406	62423	Pipistrellus pygmaeus	0.031	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	77	Waveform 1	1
HF	231.3084	54750.0	48960.0	3.8087389643327594	231.3065	231.3121	35781	71919	Myotis mystacinus	0.015	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	78	Waveform 1	1
HF	231.41743333333335	57750.0	62400.0	6.476839826620057	231.4155	231.4199	57265	63916	Myotis mystacinus	0.009	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	79	Waveform 1	1
HF	231.9346	53250.0	54719.99999999999	7.72869851079864	231.9325	231.9379	34062	71443	Myotis brandtii	0.01	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	80	Waveform 1	1
HF	232.01493333333335	53250.0	52800.00000000001	4.4715314187696	232.0015	232.0154	48671	58877	Pipistrellus pipistrellus	0.036	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	81	Waveform 1	1
HF	245.72493333333333	58500.0	58560.0	6.190112276086557	245.7225	245.7299	56406	64904	Pipistrellus pygmaeus	0.027	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	82	Waveform 1	1
HF	245.9116	56250.0	56640.0	8.076084426847746	245.9095	245.9184	55546	63336	Pipistrellus pygmaeus	0.063	0.066	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	83	Waveform 1	1
HF	246.86143333333337	41250.0	43200.0	5.742471802487813	246.8565	246.8649	39218	48200	Barbastellus barbastellus	0.071	0.243	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	84	Waveform 1	1
HF	247.986	31500.0	31680.0	2.4340379753457286	247.9845	247.9905	30625	44363	Myotis daubentonii	0.011	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	85	Waveform 1	1
HF	258.1089	49500.0	47040.0	3.681704580077717	258.1065	258.1116	34921	64602	Myotis mystacinus	0.012	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	86	Waveform 1	1
HF	258.95166666666665	54750.0	52800.00000000001	6.908743502692587	258.9485	258.954	35781	60273	Myotis mystacinus	0.007	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	87	Waveform 1	1
HF	260.64506666666665	57750.0	57600.0	4.498495048801044	260.6415	260.6466	41796	66456	Myotis mystacinus	0.02	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	88	Waveform 1	1
HF	263.3496666666667	50250.0	49920.0	1.963380802953583	263.3465	263.352	32343	67239	Myotis brandtii	0.014	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	89	Waveform 1	1
HF	270.29176666666666	53250.0	49920.0	-0.4842060630208699	270.2885	270.2939	34062	66467	Myotis mystacinus	0.011	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	90	Waveform 1	1
HF	270.86993333333334	50250.0	48960.0	1.2369586110897908	270.8655	270.8709	36640	57448	Myotis mystacinus	0.006	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	91	Waveform 1	1
HF	271.5430333333333	57000.0	54719.99999999999	6.521331907635521	271.5425	271.5483	54687	62071	Pipistrellus pygmaeus	0.049	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	92	Waveform 1	1
HF	272.03996666666666	55500.0	55679.99999999999	12.111032981570029	272.0345	272.0412	53828	61784	Pipistrellus pipistrellus	0.014	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	93	Waveform 1	1
HF	272.4309333333333	46500.0	32640.000000000004	0.3028060064237499	272.4275	272.4339	27187	47282	Myotis nattereri	0.009	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	94	Waveform 1	1
HF	272.5376	53250.0	52800.00000000001	7.449574405420672	272.5355	272.5409	34062	68500	Myotis mystacinus	0.016	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	95	Waveform 1	1
HF	281.1271	50250.0	52800.00000000001	0.8641278613560387	281.1245	281.1294	34921	70216	Myotis mystacinus	0.012	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	96	Waveform 1	1
HF	282.41246666666666	36750.0	33600.0	0.5138775240054059	282.4115	282.4157	32343	46027	Myotis daubentonii	0.013	0.047	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	97	Waveform 1	1
HF	282.896	48750.0	49920.0	2.356189948929593	282.8935	282.8985	38359	57891	Myotis nattereri	0.007	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	98	Waveform 1	1
HF	296.3999	52500.0	51840.0	2.9840832787220775	296.3975	296.4026	34062	64556	Myotis mystacinus	0.012	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	99	Waveform 1	1
HF	296.71883333333335	48000.0	48960.0	1.7594123619942048	296.7145	296.72	32343	66910	Myotis mystacinus	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	100	Waveform 1	1
HF	296.97406666666666	52500.0	51840.0	-0.9011093587488744	296.9715	296.9776	36640	64770	Myotis mystacinus	0.01	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	101	Waveform 1	1
HF	297.0235	54750.0	55679.99999999999	5.615788910159689	297.0215	297.027	34921	64178	Myotis mystacinus	0.009	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	102	Waveform 1	1
HF	301.51893333333334	41250.0	41280.0	4.370024705236001	301.5145	301.5234	40078	46552	Pipistrellus nathusii	0.327	0.456	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	103	Waveform 1	1
HF	301.7817	41250.0	41280.0	-1.475495360237181	301.7765	301.7823	30625	44708	Myotis daubentonii	0.011	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	104	Waveform 1	1
HF	312.49626666666666	48750.0	48960.0	9.373338355316545	312.4935	312.4994	46953	53203	Pipistrellus pipistrellus	0.268	0.295	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	105	Waveform 1	1
HF	312.67423333333335	45750.0	45120.0	-0.1853007345488619	312.6705	312.6766	32343	51746	Myotis daubentonii	0.018	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	106	Waveform 1	1
HF	313.0299	52500.0	52800.00000000001	0.2679812094711831	313.0275	313.0326	37500	67841	Myotis mystacinus	0.016	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	107	Waveform 1	1
HF	325.2979	48750.0	48960.0	2.467548799560791	325.2935	325.3001	48671	55685	Pipistrellus pipistrellus	0.015	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	108	Waveform 1	1
HF	326.7964666666667	48000.0	48000.0	3.0838987703404226	326.7905	326.7967	49531	53180	Pipistrellus pipistrellus	0.015	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	left_only	109	Waveform 1	1
