Manually-Verified Phonic Group	peak_frequency	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
LF	23040.0	11.268966632719016	162.1625	162.1705	22890	32370	Plecotus austriacus	0.01	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	50	Waveform 1	1
HF	54720.0	12.076123234595112	163.1335	163.1388	31484	78793	Myotis mystacinus	0.015	0.04	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	51	Waveform 1	1
HF	48960.0	10.51164748691686	163.4345	163.4396	34062	72309	Myotis mystacinus	0.022	0.048	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	52	Waveform 1	1
HF	55680.0	18.064805508219653	163.4905	163.4999	54687	67410	Pipistrellus pygmaeus	0.04	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	53	Waveform 1	1
HF	48960.0	21.71689751201442	163.4905	163.4962	32343	73436	Myotis mystacinus	0.012	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	54	Waveform 1	1
HF	52800.0	16.746026441600705	163.7835	163.7894	33203	68473	Myotis mystacinus	0.01	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	55	Waveform 1	1
HF	56640.0	16.090333723167305	163.8455	163.8524	56406	64698	Pipistrellus pygmaeus	0.045	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	56	Waveform 1	1
HF	48960.0	23.710362465517825	163.9245	163.9299	31484	78430	Myotis mystacinus	0.017	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	57	Waveform 1	1
HF	48960.0	22.749740406902585	163.9255	163.9308	27187	62104	Myotis nattereri	0.021	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	58	Waveform 1	1
HF	52800.0	11.766761137977683	164.1015	164.1067	33203	68327	Myotis mystacinus	0.014	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	59	Waveform 1	1
LF	24960.0	15.48701370592456	169.1155	169.12709999999998	22031	25482	Nyctalus leisleri	0.017	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	60	Waveform 1	1
LF	23040.0	12.871155530774107	170.3905	170.4015	22890	27153	Nyctalus leisleri	0.028	0.067	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	61	Waveform 1	1
LF	20160.0	15.972449471032837	170.39249999999998	170.3981	16015	34125	Plecotus austriacus	0.055	0.092	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	62	Waveform 1	1
LF	20160.0	14.802020239916942	170.4055	170.4169	19453	23262	Nyctalus leisleri	0.015	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	63	Waveform 1	1
LF	21120.0	19.458049846248752	170.8045	170.8107	16875	32183	Plecotus austriacus	0.056	0.081	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	64	Waveform 1	1
LF	21120.0	15.28603761306331	170.8165	170.828	17734	21742	Nyctalus leisleri	0.012	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	65	Waveform 1	1
LF	25920.0	11.28644572933807	174.41649999999998	174.4274	22031	25819	Nyctalus leisleri	0.015	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	66	Waveform 1	1
HF	43200.0	10.145213652913846	182.2925	182.2985	28046	53174	Myotis daubentonii	0.017	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	67	Waveform 1	1
HF	47040.0	12.469370528835428	187.7175	187.7236	48671	52628	Pipistrellus pipistrellus	0.024	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	68	Waveform 1	1
HF	49920.0	11.764119740332832	192.4235	192.4291	33203	70451	Myotis brandtii	0.008	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	69	Waveform 1	1
HF	49920.0	11.089702175019791	192.6595	192.6659	29765	61284	Myotis daubentonii	0.014	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	70	Waveform 1	1
HF	56640.0	14.479048996083538	192.7975	192.8031	32343	69692	Myotis brandtii	0.01	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	71	Waveform 1	1
HF	59520.0	13.531562329852278	192.9425	192.9494	58984	68599	Pipistrellus pygmaeus	0.025	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	72	Waveform 1	1
HF	54720.0	14.088820097061207	192.9445	192.9501	34062	78227	Myotis brandtii	0.012	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	73	Waveform 1	1
HF	55680.0	16.55181707058075	193.0125	193.018	33203	70153	Myotis mystacinus	0.011	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	74	Waveform 1	1
HF	49920.0	17.594475581829656	193.2375	193.2429	32343	68550	Myotis brandtii	0.009	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	75	Waveform 1	1
HF	56640.0	17.946673227008297	193.2865	193.2942	58984	68323	Pipistrellus pygmaeus	0.041	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	76	Waveform 1	1
HF	54720.0	17.01327376186842	193.5265	193.5321	32343	70937	Myotis mystacinus	0.013	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	77	Waveform 1	1
HF	48960.0	11.467882256749151	194.0645	194.0692	31484	80425	Myotis mystacinus	0.031	0.064	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	78	Waveform 1	1
HF	53760.0	10.883389749413972	194.1035	194.1087	30625	69358	Myotis mystacinus	0.017	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	79	Waveform 1	1
HF	52800.0	11.006071296812593	194.2275	194.2318	31484	79478	Myotis mystacinus	0.022	0.052	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	80	Waveform 1	1
HF	59520.0	10.601937105101625	195.2745	195.2818	58984	66404	Pipistrellus pygmaeus	0.02	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	81	Waveform 1	1
HF	48960.0	18.74216305568928	195.4365	195.4421	33203	63222	Myotis brandtii	0.008	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	82	Waveform 1	1
HF	48960.0	15.188156667542476	195.4385	195.4447	27187	49453	Myotis nattereri	0.014	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	83	Waveform 1	1
LF	22080.0	10.905718322800466	200.7005	200.7119	19453	23251	Nyctalus leisleri	0.014	0.021	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	84	Waveform 1	1
LF	20160.0	15.973011908637943	207.5595	207.5669	17734	29073	Plecotus austriacus	0.051	0.072	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	85	Waveform 1	1
LF	21120.0	12.256163376822055	212.4385	212.4506	20312	24586	Nyctalus leisleri	0.02	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	86	Waveform 1	1
LF	12480.0	15.044209313309649	216.8745	216.8831	12578	18024	Nyctalus leisleri	0.013	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	87	Waveform 1	1
LF	20160.0	11.316636304615024	224.9055	224.9169	18593	24532	Nyctalus noctula	0.024	0.066	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	88	Waveform 1	1
LF	21120.0	10.086235095880012	224.9175	224.9296	21171	25388	Nyctalus leisleri	0.014	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	89	Waveform 1	1
LF	18240.0	12.650979065383252	228.1925	228.2088	18593	23472	Nyctalus noctula	0.013	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	90	Waveform 1	1
HF	51840.0	14.708579070780273	231.3625	231.3678	32343	76756	Myotis mystacinus	0.02	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	91	Waveform 1	1
HF	48960.0	18.91254208634852	231.4215	231.4269	31484	75280	Myotis mystacinus	0.02	0.051	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	92	Waveform 1	1
LF	20160.0	18.178060288410745	231.4715	231.4822	16875	23017	Plecotus austriacus	0.023	0.049	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	93	Waveform 1	1
LF	20160.0	14.07824839041322	231.4855	231.4972	20312	25188	Nyctalus leisleri	0.011	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	94	Waveform 1	1
LF	21120.0	19.523142068494018	237.2335	237.2425	17734	24945	Plecotus austriacus	0.023	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	95	Waveform 1	1
LF	23040.0	14.64737826621244	237.2525	237.2648	22890	28484	Nyctalus leisleri	0.033	0.086	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	96	Waveform 1	1
LF	20160.0	11.778208569031534	256.6715	256.6809	18593	24211	Plecotus austriacus	0.015	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	97	Waveform 1	1
LF	19200.0	12.751913190278344	259.9505	259.9653	17734	23879	Nyctalus noctula	0.032	0.05	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	98	Waveform 1	1
HF	49920.0	11.59494770174212	271.6415	271.6467	34062	69988	Myotis mystacinus	0.01	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	99	Waveform 1	1
HF	49920.0	10.915862770467918	271.9025	271.9074	32343	78550	Myotis mystacinus	0.027	0.061	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	100	Waveform 1	1
HF	55680.0	12.111032981570029	272.0345	272.0412	53828	61784	Pipistrellus pipistrellus	0.014	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	101	Waveform 1	1
LF	21120.0	11.36365641957675	274.2645	274.2732	19453	27232	Plecotus austriacus	0.05	0.097	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	102	Waveform 1	1
LF	22080.0	15.487434926860832	274.3775	274.389	18593	23804	Nyctalus noctula	0.029	0.08	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	103	Waveform 1	1
LF	21120.0	14.147856359368678	279.1015	279.1083	16875	30088	Plecotus austriacus	0.021	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	104	Waveform 1	1
LF	21120.0	11.774531242818805	279.1205	279.1349	22031	26127	Nyctalus leisleri	0.016	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	105	Waveform 1	1
LF	20160.0	19.434575940286063	285.0045	285.0173	18593	24223	Nyctalus noctula	0.042	0.068	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	106	Waveform 1	1
LF	20160.0	15.81833044751954	294.3945	294.405	18593	24236	Plecotus austriacus	0.026	0.075	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	107	Waveform 1	1
LF	20160.0	12.917187267562335	294.9955	295.0053	16015	21929	Nyctalus noctula	0.028	0.05	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	108	Waveform 1	1
LF	24960.0	10.458530486251066	305.0515	305.0614	22031	28047	Plecotus austriacus	0.008	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	109	Waveform 1	1
LF	24960.0	11.490380894315004	306.4245	306.4353	22031	27755	Nyctalus leisleri	0.011	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	110	Waveform 1	1
LF	24000.0	11.519346219733722	308.8615	308.8696	23750	31920	Plecotus austriacus	0.01	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	111	Waveform 1	1
LF	24000.0	11.876598483379926	309.1415	309.152	22890	28660	Nyctalus leisleri	0.011	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	112	Waveform 1	1
LF	24000.0	12.583334078121611	309.4155	309.4266	22031	27208	Nyctalus leisleri	0.012	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	113	Waveform 1	1
LF	20160.0	11.957350350558777	320.6695	320.6812	19453	24551	Plecotus austriacus	0.007	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	114	Waveform 1	1
LF	21120.0	11.787722205901463	328.9135	328.923	18593	24704	Plecotus austriacus	0.02	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	115	Waveform 1	1
LF	19200.0	13.502626419474	329.7095	329.7194	16875	22948	Plecotus austriacus	0.018	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	116	Waveform 1	1
LF	22080.0	10.009503270122035	357.2495	357.2579	20312	26002	Plecotus austriacus	0.03	0.083	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	117	Waveform 1	1
HF	48960.0	11.394244954609958	367.0075	367.0138	49531	53065	Pipistrellus pipistrellus	0.014	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	118	Waveform 1	1
HF	48000.0	16.498303561419437	367.2155	367.2217	48671	52703	Pipistrellus pipistrellus	0.018	0.03	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	119	Waveform 1	1
HF	48960.0	12.443166444581037	367.6205	367.6264	50390	56775	Pipistrellus pipistrellus	0.015	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	120	Waveform 1	1
HF	41280.0	25.83336543582305	367.9145	367.9205	29765	53340	Barbastellus barbastellus	0.044	0.073	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	121	Waveform 1	1
HF	45120.0	23.270198182118733	368.0125	368.0179	30625	60637	Barbastellus barbastellus	0.034	0.085	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	122	Waveform 1	1
HF	45120.0	12.689373800936202	368.0145	368.0211	23750	49445	Myotis nattereri	0.027	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	123	Waveform 1	1
LF	41280.0	11.857192426019584	368.0205	368.0257	32343	42772	Myotis daubentonii	0.01	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	124	Waveform 1	1
HF	48960.0	17.280918803595696	368.0875	368.0936	49531	55779	Pipistrellus pipistrellus	0.014	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	125	Waveform 1	1
HF	48960.0	21.61992618556896	368.7485	368.7589	49531	57048	Pipistrellus pipistrellus	0.023	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	126	Waveform 1	1
HF	42240.0	13.504400292229228	368.7625	368.768	34062	45824	Myotis brandtii	0.011	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	127	Waveform 1	1
HF	48960.0	11.027409921429738	368.8475	368.8529	48671	55621	Pipistrellus pipistrellus	0.025	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	128	Waveform 1	1
HF	48960.0	18.25482315008347	369.0545	369.0607	49531	56760	Pipistrellus pipistrellus	0.041	0.07	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	129	Waveform 1	1
