Manually-Verified Phonic Group	peak_frequency	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
HF	52800.0	12.669084188149778	964.3955	964.4016	34062	70444	Myotis brandtii	0.007	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	260	Waveform 1	1
HF	55680.0	10.1582325702684	964.5295	964.5353	34062	80671	Myotis mystacinus	0.011	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	261	Waveform 1	1
HF	53760.0	19.066801376103303	964.8065	964.8125	33203	74211	Myotis mystacinus	0.009	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	262	Waveform 1	1
HF	52800.0	13.887557945326131	964.8705	964.8764	33203	80968	Myotis mystacinus	0.013	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	263	Waveform 1	1
HF	48960.0	11.898817667134294	964.8815	964.8907	44375	49453	Pipistrellus pipistrellus	0.019	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	264	Waveform 1	1
HF	52800.0	15.456167676751244	964.9985	965.0051	27187	51898	Myotis nattereri	0.008	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	265	Waveform 1	1
HF	52800.0	22.74419518136476	965.1675	965.1736	33203	71737	Myotis daubentonii	0.008	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	266	Waveform 1	1
HF	52800.0	13.32658123557307	965.3515	965.3576	29765	60752	Myotis daubentonii	0.014	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	267	Waveform 1	1
HF	56640.0	14.530560986662824	965.4335	965.4415	58125	64176	Pipistrellus pygmaeus	0.026	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	268	Waveform 1	1
HF	55680.0	23.766230437354658	965.5425	965.5512	56406	67888	Pipistrellus pygmaeus	0.029	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	269	Waveform 1	1
HF	57600.0	18.27773233581385	965.9125	965.9192	55546	64403	Pipistrellus pygmaeus	0.035	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	270	Waveform 1	1
HF	52800.0	11.747927624837358	967.3525	967.3585	28046	56515	Myotis nattereri	0.01	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	271	Waveform 1	1
HF	48960.0	10.17079632130491	967.5335	967.5402	28906	52691	Myotis nattereri	0.008	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	272	Waveform 1	1
LF	20160.0	13.675460990443035	975.4045	975.4114	16015	24962	Plecotus auritus	0.038	0.077	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	273	Waveform 1	1
LF	20160.0	10.112168790825296	980.7565	980.7641	17734	26525	Plecotus austriacus	0.066	0.096	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	274	Waveform 1	1
LF	20160.0	14.97061711711298	981.6685	981.6838	16875	22508	Nyctalus noctula	0.028	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	275	Waveform 1	1
LF	21120.0	10.90924754161529	981.6795	981.6912	21171	25285	Nyctalus leisleri	0.013	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	276	Waveform 1	1
LF	22080.0	11.623118553634686	983.5525	983.5635	22031	24037	Nyctalus leisleri	0.025	0.041	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	277	Waveform 1	1
LF	20160.0	11.45712059238565	988.8265	988.8365	19453	24412	Plecotus austriacus	0.013	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	278	Waveform 1	1
LF	21120.0	11.609542593972108	990.6855	990.6904	16015	34914	Plecotus austriacus	0.053	0.096	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	279	Waveform 1	1
LF	22080.0	11.65695595866846	993.0965	993.1064	18593	24527	Plecotus austriacus	0.018	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	280	Waveform 1	1
LF	20160.0	10.05644533343503	999.1425	999.1526	18593	24469	Plecotus austriacus	0.035	0.087	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	281	Waveform 1	1
LF	22080.0	18.22970466902366	1001.5465	1001.5554	21171	24827	Nyctalus leisleri	0.023	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	282	Waveform 1	1
LF	25920.0	17.922667063924095	1005.8075	1005.8158	24609	33136	Plecotus austriacus	0.007	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	283	Waveform 1	1
LF	25920.0	10.267159890960189	1007.9425	1007.9559	22890	27088	Nyctalus leisleri	0.015	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	284	Waveform 1	1
HF	50880.0	11.81093191396766	1010.2915	1010.3054	51250	58833	Pipistrellus pygmaeus	0.036	0.059	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	285	Waveform 1	1
LF	25920.0	15.834666849383831	1010.3145	1010.3228	28046	36067	Eptesicus serotinus	0.006	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	286	Waveform 1	1
LF	25920.0	18.11828121026789	1010.3155	1010.3251	22031	28472	Plecotus austriacus	0.01	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	287	Waveform 1	1
LF	26880.0	14.4285686149824	1011.0285	1011.034	31484	40698	Myotis daubentonii	0.021	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	288	Waveform 1	1
HF	75840.0	11.01421626715642	1011.0435	1011.0781	68437	81519	Rhinolophus ferrumequinum	0.024	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	289	Waveform 1	1
LF	22080.0	11.268634673790237	1011.3525	1011.3636	18593	23829	Nyctalus noctula	0.029	0.087	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	290	Waveform 1	1
LF	22080.0	10.711719573486423	1011.3655	1011.3774	20312	24127	Nyctalus leisleri	0.014	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	291	Waveform 1	1
LF	26880.0	10.906058065997552	1012.1735	1012.1909	20312	23681	Nyctalus noctula	0.02	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	292	Waveform 1	1
LF	25920.0	12.591640156890689	1012.2185	1012.2282	26328	34032	Eptesicus serotinus	0.01	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	293	Waveform 1	1
HF	55680.0	10.222811943663864	1012.7845	1012.7926	53828	62230	Pipistrellus pygmaeus	0.076	0.088	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	294	Waveform 1	1
LF	25920.0	11.39134571853496	1012.8165	1012.8283	22890	27337	Nyctalus leisleri	0.019	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	295	Waveform 1	1
LF	22080.0	16.326176367380597	1013.3175	1013.3273	21171	24551	Nyctalus leisleri	0.054	0.094	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	296	Waveform 1	1
HF	78720.0	10.659813668687704	1014.1445	1014.1829	68437	82231	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	297	Waveform 1	1
HF	77760.0	10.585202364872844	1014.1535	1014.1934	68437	82558	Rhinolophus ferrumequinum	0.026	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	298	Waveform 1	1
LF	22080.0	10.789813102820329	1016.7225	1016.7363	21171	24584	Nyctalus leisleri	0.019	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	299	Waveform 1	1
LF	20160.0	14.153420222435374	1022.7555	1022.7661	18593	24134	Nyctalus noctula	0.039	0.094	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	300	Waveform 1	1
LF	22080.0	10.000469932340303	1022.7655	1022.7766	22031	27416	Nyctalus leisleri	0.012	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	301	Waveform 1	1
LF	20160.0	13.23705083367539	1023.3265	1023.3345	17734	25137	Plecotus austriacus	0.054	0.091	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	302	Waveform 1	1
LF	20160.0	16.924241125935907	1035.4395	1035.4483	16875	24486	Plecotus austriacus	0.033	0.055	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	303	Waveform 1	1
LF	21120.0	12.594396474670802	1038.6455	1038.651	15156	30790	Plecotus austriacus	0.037	0.075	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	304	Waveform 1	1
LF	22080.0	10.651021562944772	1043.2665	1043.2768	19453	24874	Plecotus austriacus	0.026	0.083	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	305	Waveform 1	1
LF	19200.0	10.243929050083407	1049.2825	1049.2893	15156	26268	Plecotus austriacus	0.021	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	306	Waveform 1	1
LF	21120.0	10.2604265426854	1055.2565	1055.2677	18593	24039	Nyctalus noctula	0.025	0.073	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	307	Waveform 1	1
LF	21120.0	16.91641275691486	1058.4695	1058.478	19453	25085	Plecotus austriacus	0.048	0.089	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	308	Waveform 1	1
LF	22080.0	12.747785758173633	1058.4825	1058.4981	18593	21880	Nyctalus leisleri	0.017	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	309	Waveform 1	1
LF	21120.0	15.861873310416442	1063.0885	1063.1008	20312	24478	Nyctalus leisleri	0.015	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	310	Waveform 1	1
LF	19200.0	10.768599142704383	1066.7015	1066.7172	17734	23257	Nyctalus noctula	0.014	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	311	Waveform 1	1
LF	20160.0	10.690345323372233	1067.9185	1067.9255	14296	31378	Plecotus auritus	0.016	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	312	Waveform 1	1
LF	20160.0	10.56001215216448	1069.2865	1069.2938	14296	31660	Plecotus auritus	0.028	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	313	Waveform 1	1
LF	15360.0	11.174604987128491	1074.6015	1074.6099	12578	23713	Nyctalus leisleri	0.025	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	314	Waveform 1	1
LF	21120.0	14.161609464267467	1080.1135	1080.1216	17734	29863	Plecotus austriacus	0.055	0.082	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	315	Waveform 1	1
LF	22080.0	10.541669228095929	1080.1255	1080.1367	21171	26906	Nyctalus leisleri	0.008	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	316	Waveform 1	1
LF	22080.0	11.320006071511852	1080.1305	1080.1393	22031	30138	Plecotus austriacus	0.008	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	317	Waveform 1	1
LF	17280.0	19.715330490024204	1083.1235	1083.1407	16875	20563	Nyctalus noctula	0.012	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	318	Waveform 1	1
LF	21120.0	13.789009116523893	1087.1745	1087.1809	17734	28964	Plecotus austriacus	0.061	0.081	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	319	Waveform 1	1
LF	20160.0	13.0376098112236	1087.8935	1087.903	19453	24803	Plecotus austriacus	0.026	0.081	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	320	Waveform 1	1
LF	22080.0	14.525872957509607	1092.0815	1092.0872	16875	33388	Plecotus austriacus	0.055	0.078	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	321	Waveform 1	1
HF	49920.0	12.28370238601035	1093.1345	1093.1401	33203	74647	Myotis mystacinus	0.017	0.039	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	322	Waveform 1	1
HF	52800.0	11.832956338659711	1093.4355	1093.4408	33203	71930	Myotis mystacinus	0.011	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	323	Waveform 1	1
HF	53760.0	10.166827027894204	1093.5235	1093.5289	34062	66346	Myotis mystacinus	0.008	0.02	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	324	Waveform 1	1
LF	22080.0	10.956526261379429	1098.1575	1098.1661	17734	25053	Plecotus austriacus	0.024	0.061	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	325	Waveform 1	1
LF	22080.0	18.05219365476769	1101.5675	1101.5765	19453	25667	Plecotus austriacus	0.045	0.094	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	326	Waveform 1	1
LF	20160.0	11.298993188846405	1102.5095	1102.5191	18593	24424	Plecotus austriacus	0.033	0.087	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	327	Waveform 1	1
LF	20160.0	13.697973399115607	1106.8075	1106.816	17734	25104	Plecotus austriacus	0.04	0.061	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	328	Waveform 1	1
LF	20160.0	19.59661630134956	1129.1445	1129.1551	16875	23891	Nyctalus noctula	0.015	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	329	Waveform 1	1
LF	21120.0	17.245311410891915	1129.1455	1129.1562	22031	25022	Nyctalus leisleri	0.015	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	330	Waveform 1	1
LF	21120.0	15.563615111792233	1129.1575	1129.17	21171	25150	Nyctalus leisleri	0.021	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	331	Waveform 1	1
LF	26880.0	16.17434866388417	1129.7425	1129.7526	22031	27707	Nyctalus leisleri	0.01	0.025	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	332	Waveform 1	1
LF	27840.0	10.824033610044271	1130.0015	1130.0136	26328	32564	Nyctalus leisleri	0.013	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	333	Waveform 1	1
HF	57600.0	11.936811235482882	1131.2885	1131.2976	57265	65570	Pipistrellus pygmaeus	0.043	0.044	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	334	Waveform 1	1
LF	20160.0	11.718809973607158	1131.5105	1131.5251	19453	24362	Nyctalus noctula	0.03	0.058	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	335	Waveform 1	1
LF	26880.0	13.825640800956096	1131.9005	1131.9117	22890	29579	Nyctalus leisleri	0.012	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	336	Waveform 1	1
LF	26880.0	10.01263344536099	1132.6835	1132.6991	21171	24397	Nyctalus leisleri	0.021	0.033	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	337	Waveform 1	1
HF	55680.0	10.805937784389045	1134.2385	1134.2526	53828	61047	Pipistrellus pygmaeus	0.092	0.1	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	338	Waveform 1	1
LF	17280.0	10.198714106226316	1134.7915	1134.7986	15156	28266	Plecotus auritus	0.019	0.032	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	339	Waveform 1	1
HF	52800.0	10.498251915462944	1135.0605	1135.0781	52109	60090	Pipistrellus pygmaeus	0.066	0.087	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	340	Waveform 1	1
HF	52800.0	10.16730008616574	1137.9395	1137.9535	52109	57557	Pipistrellus pipistrellus	0.044	0.072	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	341	Waveform 1	1
LF	21120.0	10.997689057062823	1138.0805	1138.0877	17734	28574	Plecotus austriacus	0.078	0.099	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	342	Waveform 1	1
HF	56640.0	11.704690474687052	1139.1655	1139.1726	55546	65802	Pipistrellus pygmaeus	0.029	0.031	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	343	Waveform 1	1
HF	55680.0	10.22223039725846	1139.6645	1139.6734	56406	62462	Pipistrellus pygmaeus	0.032	0.035	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	344	Waveform 1	1
HF	58560.0	11.146496980362784	1140.1515	1140.1602	58125	64293	Pipistrellus pygmaeus	0.023	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	345	Waveform 1	1
HF	48960.0	18.40454984899171	1140.1525	1140.1578	32343	73774	Myotis mystacinus	0.015	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	346	Waveform 1	1
LF	26880.0	10.011062129613784	1140.6815	1140.6893	24609	33645	Plecotus austriacus	0.012	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	347	Waveform 1	1
LF	20160.0	14.55619453057306	1145.1825	1145.1972	18593	23662	Nyctalus noctula	0.028	0.05	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	348	Waveform 1	1
LF	20160.0	10.239950869841914	1145.5585	1145.5664	17734	26777	Plecotus austriacus	0.028	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	349	Waveform 1	1
LF	22080.0	10.68748204851456	1150.9215	1150.9293	18593	26558	Plecotus austriacus	0.047	0.072	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	350	Waveform 1	1
LF	22080.0	10.580299615011256	1150.9335	1150.9454	19453	22685	Nyctalus leisleri	0.017	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	351	Waveform 1	1
LF	15360.0	12.590705396623605	1155.2265	1155.2352	13437	20037	Plecotus austriacus	0.009	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	352	Waveform 1	1
LF	22080.0	18.23496349220532	1168.4335	1168.4418	18593	26816	Plecotus austriacus	0.046	0.066	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	353	Waveform 1	1
LF	22080.0	14.68040213359034	1168.4465	1168.4571	19453	23401	Nyctalus leisleri	0.013	0.023	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	354	Waveform 1	1
LF	20160.0	11.812155232577837	1169.9675	1169.9752	16875	26663	Plecotus austriacus	0.03	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	355	Waveform 1	1
LF	20160.0	12.361762593552076	1180.8625	1180.876	18593	23908	Nyctalus noctula	0.012	0.029	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	356	Waveform 1	1
LF	19200.0	12.48367102761434	1187.0255	1187.0328	15156	30423	Plecotus austriacus	0.014	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	357	Waveform 1	1
LF	22080.0	11.27149063912322	1191.5295	1191.5376	17734	25171	Plecotus austriacus	0.03	0.054	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	358	Waveform 1	1
HF	45120.0	16.842029553384254	1195.0475	1195.0528	30625	61465	Myotis brandtii	0.015	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	359	Waveform 1	1
LF	41280.0	11.530331713993505	1195.1555	1195.1615	29765	44036	Myotis daubentonii	0.01	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	360	Waveform 1	1
HF	48960.0	13.99871744302868	1195.3685	1195.3741	49531	55843	Pipistrellus pipistrellus	0.011	0.026	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	361	Waveform 1	1
HF	48000.0	13.706945070279906	1195.5615	1195.5688	49531	54153	Pipistrellus pipistrellus	0.021	0.036	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	362	Waveform 1	1
LF	41280.0	17.322251881124448	1195.6725	1195.6786	30625	43368	Myotis daubentonii	0.011	0.022	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	363	Waveform 1	1
HF	48000.0	12.700297347295557	1195.7785	1195.7859	49531	56883	Pipistrellus pipistrellus	0.015	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	364	Waveform 1	1
HF	41280.0	17.87079552784315	1195.9825	1195.9884	28906	50289	Myotis daubentonii	0.012	0.024	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	365	Waveform 1	1
HF	48000.0	11.024655496273157	1196.0785	1196.0854	49531	55721	Pipistrellus pipistrellus	0.015	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	366	Waveform 1	1
HF	41280.0	17.791946099340173	1196.0815	1196.0871	30625	60313	Myotis brandtii	0.014	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	367	Waveform 1	1
HF	51840.0	17.354382207285695	1196.2625	1196.2702	52109	58088	Pipistrellus pygmaeus	0.055	0.063	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	368	Waveform 1	1
HF	55680.0	12.425619584324938	1196.3635	1196.3712	55546	62207	Pipistrellus pygmaeus	0.035	0.038	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	369	Waveform 1	1
HF	41280.0	10.44266297323724	1196.3695	1196.375	28046	62504	Myotis daubentonii	0.016	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	370	Waveform 1	1
HF	48000.0	17.618724249661167	1196.6595	1196.6656	49531	60599	Pipistrellus pipistrellus	0.019	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	371	Waveform 1	1
HF	56640.0	11.541873950831608	1196.7495	1196.7598	57265	62859	Pipistrellus pygmaeus	0.044	0.045	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	372	Waveform 1	1
HF	52800.0	21.06039227861215	1196.7545	1196.7606	51250	59403	Pipistrellus pipistrellus	0.026	0.046	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	373	Waveform 1	1
HF	51840.0	20.986033581876026	1196.8465	1196.8512	50390	60111	Pipistrellus pipistrellus	0.025	0.053	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	374	Waveform 1	1
HF	54720.0	13.443486398568886	1196.8565	1196.8636	53828	65850	Pipistrellus pygmaeus	0.026	0.027	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	375	Waveform 1	1
HF	53760.0	24.139241592485256	1196.9475	1196.9554	52109	64147	Pipistrellus pipistrellus	0.021	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	376	Waveform 1	1
HF	46080.0	40.14408270723031	1197.0455	1197.0515	31484	54790	Myotis brandtii	0.017	0.043	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	377	Waveform 1	1
HF	53760.0	19.50675376197692	1197.2355	1197.2451	53828	59683	Pipistrellus pygmaeus	0.069	0.072	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	378	Waveform 1	1
HF	46080.0	35.416978726570306	1197.2415	1197.2473	28046	55853	Myotis daubentonii	0.017	0.034	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	379	Waveform 1	1
HF	44160.0	10.56529176247139	1197.2515	1197.2564	52109	78076	Myotis alcathoe	0.013	0.028	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	380	Waveform 1	1
HF	48000.0	25.14212823357649	1197.3085	1197.3149	47812	57001	Pipistrellus pipistrellus	0.038	0.066	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	381	Waveform 1	1
HF	46080.0	18.388246355742886	1197.3735	1197.3791	29765	74795	Myotis brandtii	0.023	0.048	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	382	Waveform 1	1
HF	46080.0	12.815842040319689	1197.4855	1197.4914	30625	63165	Myotis brandtii	0.016	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	383	Waveform 1	1
LF	20160.0	19.82434418277979	1198.0615	1198.069	15156	35790	Plecotus auritus	0.016	0.037	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	384	Waveform 1	1
HF	52800.0	17.86453178609458	1198.2175	1198.2294	52968	59005	Pipistrellus pygmaeus	0.036	0.042	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	385	Waveform 1	1
HF	45120.0	37.07340877750328	1198.3935	1198.3992	32343	63457	Myotis brandtii	0.024	0.057	-1	Echolocation	192000	/home/adkris/Documents/mila-human-wav-txt/20220826_070000.WAV	386	Waveform 1	1
