Manually-Verified Phonic Group	peak_frequency	SNR	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	class	class_prob	det_prob	individual	Annotation	sampling_rate	input_file	Selection	View	Channel
LF	35520.0	2.041383697160533	203.1855	203.1958	34062	39596	Eptesicus serotinus	0.083	0.204	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	79	Waveform 1	1
LF	35520.0	1.3504555982690376	218.7185	218.7285	34062	40715	Barbastellus barbastellus	0.108	0.304	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	80	Waveform 1	1
LF	35520.0	3.61237515157079	225.1415	225.1478	33203	39732	Barbastellus barbastellus	0.151	0.238	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	81	Waveform 1	1
LF	35520.0	2.565741073036057	229.9265	229.9331	33203	40243	Barbastellus barbastellus	0.12	0.222	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	82	Waveform 1	1
LF	35520.0	2.574026471659287	230.7115	230.7216	34062	38805	Barbastellus barbastellus	0.09	0.248	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	83	Waveform 1	1
LF	30720.0	2.7618638864571903	231.4085	231.4153	28046	37133	Eptesicus serotinus	0.108	0.222	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	84	Waveform 1	1
LF	36480.0	1.559870119478663	233.0065	233.0109	31484	39386	Barbastellus barbastellus	0.101	0.211	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	85	Waveform 1	1
LF	35520.0	2.5350283501687483	235.3645	235.373	34062	40109	Barbastellus barbastellus	0.15	0.253	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	86	Waveform 1	1
LF	35520.0	3.87771410203652	236.9385	236.9448	32343	40220	Barbastellus barbastellus	0.141	0.246	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	87	Waveform 1	1
LF	35520.0	2.2695239052610803	237.7895	237.7972	30625	37326	Eptesicus serotinus	0.102	0.217	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	88	Waveform 1	1
LF	35520.0	1.9961200905900656	240.1485	240.1588	34062	38564	Barbastellus barbastellus	0.08	0.227	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	89	Waveform 1	1
LF	35520.0	0.7802232382701104	243.2305	243.2367	33203	39411	Barbastellus barbastellus	0.177	0.238	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	90	Waveform 1	1
LF	26880.0	6.978609860526679	245.6545	245.6665	26328	34583	Eptesicus serotinus	0.219	0.349	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	91	Waveform 1	1
LF	27840.0	6.203222187903656	245.9125	245.9264	26328	31981	Nyctalus leisleri	0.209	0.396	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	92	Waveform 1	1
LF	28800.0	7.875841147994745	246.1775	246.1896	26328	34207	Eptesicus serotinus	0.318	0.405	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	93	Waveform 1	1
LF	28800.0	7.522742466352055	246.3695	246.3818	27187	33483	Eptesicus serotinus	0.151	0.205	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	94	Waveform 1	1
LF	35520.0	1.2001811383430996	246.4405	246.4501	34062	41037	Eptesicus serotinus	0.134	0.279	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	95	Waveform 1	1
LF	28800.0	6.074650942664856	246.4595	246.4716	26328	34763	Eptesicus serotinus	0.298	0.372	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	96	Waveform 1	1
LF	28800.0	8.004156288913144	246.5975	246.6135	26328	32070	Eptesicus serotinus	0.14	0.228	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	97	Waveform 1	1
LF	28800.0	8.178472075572396	246.7035	246.7176	27187	34551	Eptesicus serotinus	0.254	0.333	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	98	Waveform 1	1
LF	29760.0	9.942306464829986	246.7765	246.7871	28046	37693	Eptesicus serotinus	0.381	0.46	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	99	Waveform 1	1
LF	28800.0	9.502504571816107	246.8565	246.8689	27187	36550	Eptesicus serotinus	0.354	0.431	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	100	Waveform 1	1
LF	31680.0	9.837221338899491	246.9325	246.9418	28046	37602	Eptesicus serotinus	0.402	0.549	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	101	Waveform 1	1
LF	29760.0	11.33496921887227	247.0845	247.0969	28046	35864	Eptesicus serotinus	0.318	0.404	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	102	Waveform 1	1
LF	28800.0	18.170699994222996	247.2165	247.2264	28046	38133	Eptesicus serotinus	0.415	0.573	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	103	Waveform 1	1
LF	32640.0	7.46082833204755	247.2835	247.2937	28906	39332	Eptesicus serotinus	0.376	0.454	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	104	Waveform 1	1
LF	28800.0	13.746992011169004	247.3525	247.3627	28046	38892	Eptesicus serotinus	0.422	0.555	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	105	Waveform 1	1
LF	28800.0	17.173743957732135	247.4715	247.4794	27187	42404	Eptesicus serotinus	0.546	0.763	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	106	Waveform 1	1
LF	29760.0	18.20876303003387	247.5905	247.6001	28046	37383	Eptesicus serotinus	0.376	0.53	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	107	Waveform 1	1
LF	27840.0	19.481020634031275	247.7165	247.729	26328	37886	Eptesicus serotinus	0.361	0.424	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	108	Waveform 1	1
LF	28800.0	17.816996193263467	247.8485	247.8568	27187	37924	Eptesicus serotinus	0.457	0.618	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	109	Waveform 1	1
LF	30720.0	7.309326848979252	247.9155	247.9283	29765	37654	Eptesicus serotinus	0.252	0.412	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	110	Waveform 1	1
LF	28800.0	15.002562265014044	248.0985	248.1091	28046	36803	Eptesicus serotinus	0.296	0.424	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	111	Waveform 1	1
LF	29760.0	14.674095170981492	248.2175	248.2247	28046	40598	Eptesicus serotinus	0.523	0.612	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	112	Waveform 1	1
LF	32640.0	7.932841241294915	248.2875	248.2954	28906	40145	Eptesicus serotinus	0.406	0.495	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	113	Waveform 1	1
LF	33600.0	5.617976175404472	248.3405	248.3481	28906	42517	Eptesicus serotinus	0.292	0.354	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	114	Waveform 1	1
LF	29760.0	20.777887419558954	248.6285	248.6387	28046	37012	Eptesicus serotinus	0.326	0.467	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	115	Waveform 1	1
LF	30720.0	18.916673599724515	248.7335	248.7414	28046	42590	Eptesicus serotinus	0.533	0.614	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	116	Waveform 1	1
LF	28800.0	19.02862309679032	248.8745	248.882	27187	42099	Eptesicus serotinus	0.576	0.652	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	117	Waveform 1	1
LF	26880.0	24.233952673614414	249.0095	249.0178	25468	40197	Eptesicus serotinus	0.612	0.704	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	118	Waveform 1	1
LF	29760.0	17.671799377792535	249.0805	249.0878	26328	44799	Eptesicus serotinus	0.515	0.632	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	119	Waveform 1	1
HF	28800.0	33.209196189289784	249.1535	249.1628	25468	51445	Eptesicus serotinus	0.623	0.754	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	120	Waveform 1	1
LF	26880.0	35.5463196219488	249.2815	249.2943	23750	47929	Eptesicus serotinus	0.598	0.747	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	121	Waveform 1	1
HF	32640.0	10.365164958055802	249.3545	249.362	29765	48748	Eptesicus serotinus	0.458	0.535	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	122	Waveform 1	1
LF	25920.0	37.68323002934783	249.4485	249.4608	22890	38837	Eptesicus serotinus	0.467	0.675	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	123	Waveform 1	1
LF	26880.0	44.864172118422985	249.5925	249.6059	23750	45527	Eptesicus serotinus	0.644	0.753	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	124	Waveform 1	1
LF	24960.0	37.23633389672882	249.7425	249.7568	22890	40022	Eptesicus serotinus	0.407	0.68	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	125	Waveform 1	1
LF	25920.0	45.81342194831164	249.8925	249.9076	23750	40555	Eptesicus serotinus	0.429	0.587	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	126	Waveform 1	1
LF	24000.0	37.0075514874664	250.0405	250.0591	22031	32019	Eptesicus serotinus	0.316	0.568	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	127	Waveform 1	1
LF	24960.0	42.7289914788274	250.2965	250.3151	22890	35919	Nyctalus noctula	0.366	0.609	-1	Echolocation	250000	/home/adkris/Documents/mila-human-wav-txt/20210910_030000.WAV	128	Waveform 1	1
