,freq_group,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
100,LF,1.008928,109375.0,95040.0,0.2976385415540682,0.9825,1.0142,93359,111282,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
101,LF,1.036628,106445.3125,95040.0,-0.2300993435669445,1.0085,1.0385,93359,110841,Rhinolophus hipposideros,0.044,0.044,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
107,LF,1.103536,94726.5625,95040.0,-0.3391316214645785,1.0765,1.1058,93359,111286,Rhinolophus hipposideros,0.032,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
110,HF,1.138956,73242.1875,69120.0,0.1616897032962077,1.1035,1.1423,68437,81813,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
114,LF,1.1541,31250.0,27839.999999999996,-0.8638236945722282,1.1455,1.1565,26328,33295,Eptesicus serotinus,0.012,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
116,LF,1.177536,95703.125,95040.0,0.1356237097163318,1.1505,1.1798,93359,110976,Rhinolophus hipposideros,0.032,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
118,LF,1.1923560000000002,98632.8125,94080.0,0.2464415968321365,1.1725,1.2045,93359,111708,Rhinolophus hipposideros,0.032,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
120,LF,1.2333599999999998,110351.5625,95040.0,0.7615408168704519,1.2165,1.2506,93359,111826,Rhinolophus hipposideros,0.033,0.033,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
121,LF,1.217852,23437.5,24000.0,0.5449357655806486,1.2175,1.2251,23750,33908,Plecotus austriacus,0.011,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
124,LF,1.24802,96679.6875,94080.0,-0.1267551576159556,1.2435,1.2765,93359,111211,Rhinolophus hipposideros,0.037,0.037,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
125,HF,1.264828,70312.5,70080.0,0.2265312840808514,1.2635,1.2979,68437,80224,Rhinolophus ferrumequinum,0.039,0.04,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
126,LF,1.28964,110351.5625,95040.0,0.0425094317035907,1.2645,1.2948,93359,111410,Rhinolophus hipposideros,0.031,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
130,LF,1.312188,105468.75,95040.0,0.4132286119845781,1.3025,1.3375,93359,111978,Rhinolophus hipposideros,0.045,0.045,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
131,HF,1.331464,69335.9375,76800.0,0.0263638099072223,1.3195,1.3576,68437,82234,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
133,HF,1.376972,81054.6875,76800.0,0.163904294168872,1.3465,1.3867,68437,82514,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
134,HF,1.356392,45898.4375,46080.0,2.2622697222699824,1.3485,1.362,44375,48434,Pipistrellus pipistrellus,0.053,0.062,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
136,LF,1.412992,95703.125,93120.0,-0.8338495958708492,1.3815,1.4162,93359,111368,Rhinolophus hipposideros,0.076,0.076,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
139,LF,1.441676,18554.6875,19200.0,0.8345855305764103,1.4295,1.4423,14296,20742,Nyctalus noctula,0.019,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
141,LF,1.462628,33203.125,33600.0,-0.6983935173632669,1.4595,1.4697,28906,36965,Eptesicus serotinus,0.018,0.035,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
142,HF,1.49794,70312.5,70080.0,-0.2847893697455216,1.4595,1.4989,68437,82386,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
144,LF,1.518044,100585.9375,95040.0,0.054686728320268,1.4935,1.5235,93359,111146,Rhinolophus hipposideros,0.036,0.036,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
145,LF,1.5310160000000002,108398.4375,95040.0,0.2867030696261226,1.5015,1.5328,93359,110977,Rhinolophus hipposideros,0.043,0.043,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
146,HF,1.548512,77148.4375,75840.0,-0.0844310321836224,1.5275,1.5682,68437,82702,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
150,LF,1.573,24414.0625,24960.0,1.1356594714097246,1.5675,1.5816,23750,28170,Nyctalus leisleri,0.074,0.149,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
152,LF,1.6051,100585.9375,95040.0,-0.2124449692241106,1.5935,1.6239,93359,111422,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
154,LF,1.635984,98632.8125,95040.0,1.327843099637701,1.6225,1.6546,93359,111599,Rhinolophus hipposideros,0.035,0.035,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
156,LF,1.657844,27343.75,30720.0,1.6262302002625628,1.6545,1.6609,27187,42238,Myotis nattereri,0.007,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
157,LF,1.6765760000000005,105468.75,95040.0,0.0921831663688056,1.6605,1.6918,93359,111461,Rhinolophus hipposideros,0.031,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
158,LF,1.703948,92773.4375,95040.0,-1.2312306870802547,1.6815,1.7127,93359,111387,Rhinolophus hipposideros,0.032,0.032,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
163,LF,1.7418840000000002,99609.375,95040.0,1.664399292288987,1.7275,1.7587,93359,111206,Rhinolophus hipposideros,0.033,0.033,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
166,LF,1.7692680000000005,105468.75,95040.0,1.0184396090452903,1.7495,1.7789,93359,111370,Rhinolophus hipposideros,0.034,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
169,HF,1.813048,73242.1875,72960.0,0.0073980597366487,1.7765,1.816,68437,82375,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
170,LF,1.798468,101562.5,95040.0,-0.9356824904781388,1.7805,1.8117,93359,111319,Rhinolophus hipposideros,0.037,0.037,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
175,HF,1.844512,70312.5,76800.0,0.6750272306918077,1.8425,1.8798,68437,82496,Rhinolophus ferrumequinum,0.042,0.042,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
180,LF,1.872524,96679.6875,95040.0,-0.1860784531950339,1.8715,1.9071,93359,112211,Rhinolophus hipposideros,0.046,0.046,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
182,LF,1.918748,97656.25,95040.0,-0.095384575504912,1.8945,1.9239,93359,111170,Rhinolophus hipposideros,0.04,0.04,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
185,LF,1.94624,106445.3125,95040.0,-0.4436463735650032,1.9225,1.9542,93359,111694,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
188,HF,1.970804,43945.3125,44160.0,1.342827512793778,1.9625,1.9729,43515,47639,Pipistrellus pipistrellus,0.042,0.046,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
193,LF,2.0102,26367.1875,27839.999999999996,0.4666065156774757,2.0015,2.0124,26328,33275,Nyctalus leisleri,0.013,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
196,LF,2.0251200000000003,110351.5625,95040.0,-0.7319577752621553,2.0175,2.0474,93359,111723,Rhinolophus hipposideros,0.023,0.023,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
197,HF,2.0501799999999997,78125.0,76800.0,0.0569017383780541,2.0385,2.0733,68437,81694,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
199,LF,2.102236,100585.9375,95040.0,-0.0389314179521122,2.0765,2.1071,93359,111179,Rhinolophus hipposideros,0.038,0.038,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
200,LF,2.0824080000000005,22460.9375,22080.0,0.9803783348401311,2.0775,2.0904,22031,26494,Nyctalus leisleri,0.017,0.033,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
201,HF,2.1215320000000006,73242.1875,70080.0,0.3114836257989104,2.1025,2.1407,68437,81909,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
204,HF,2.1413919999999997,41992.1875,41280.0,-0.4703283415021663,2.1325,2.145,36640,41469,Pipistrellus nathusii,0.015,0.037,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
209,LF,2.1673400000000003,105468.75,95040.0,-0.5750537791220613,2.1665,2.1987,93359,111250,Rhinolophus hipposideros,0.039,0.039,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
210,LF,2.1847080000000005,21484.375,23040.0,0.1971161075106436,2.1775,2.1881,22031,26528,Nyctalus leisleri,0.013,0.024,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
214,LF,2.220128,98632.8125,94080.0,0.2073951423631154,2.2135,2.2426,93359,111088,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
216,HF,2.260076,77148.4375,70080.0,0.6840811873117998,2.2285,2.2667,68437,82218,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
217,LF,2.24314,29296.875,29760.0,1.423768390641981,2.2415,2.2505,28046,36380,Eptesicus serotinus,0.012,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
219,LF,2.2879440000000004,100585.9375,95040.0,-0.2926720375365951,2.2865,2.3172,93359,111860,Rhinolophus hipposideros,0.028,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
223,HF,2.3442480000000003,71289.0625,76800.0,0.3718603514057844,2.3295,2.3684,68437,82510,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
225,LF,2.3737120000000003,105468.75,95040.0,0.120053429997133,2.3435,2.375,93359,111716,Rhinolophus hipposideros,0.034,0.034,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
226,HF,2.36152,70312.5,72960.0,0.0849134382815756,2.3575,2.391,68437,81232,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
228,LF,2.4088880000000006,103515.625,95040.0,1.641574842323824,2.3965,2.4288,93359,112042,Rhinolophus hipposideros,0.04,0.04,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
231,LF,2.4434319999999996,105468.75,95040.0,-0.9826122605433864,2.4395,2.4704,93359,111152,Rhinolophus hipposideros,0.024,0.024,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
232,HF,2.4636120000000004,74218.75,72000.0,-0.1509761645782516,2.4415,2.4811,68437,82482,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
233,LF,2.477216,94726.5625,95040.0,1.267486625667342,2.4665,2.4942,93359,110672,Rhinolophus hipposideros,0.028,0.028,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
234,LF,2.5005160000000006,99609.375,95040.0,1.119151039621887,2.4735,2.5073,93359,111746,Rhinolophus hipposideros,0.03,0.03,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
236,LF,2.5380240000000005,106445.3125,93120.0,0.0371615462687662,2.5105,2.542,93359,111337,Rhinolophus hipposideros,0.038,0.038,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
237,LF,2.520648,25390.625,24960.0,0.0287481865939234,2.5195,2.5272,22890,30903,Plecotus austriacus,0.016,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
240,HF,2.5702400000000005,72265.625,70080.0,0.3430450097221615,2.5535,2.5922,68437,82468,Rhinolophus ferrumequinum,0.04,0.04,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
242,HF,2.588548,70312.5,70080.0,0.4119356607031302,2.5685,2.6021,68437,81267,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
247,LF,2.60776,106445.3125,94080.0,0.401478975315186,2.5885,2.6202,93359,111106,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
249,LF,2.635024,102539.0625,95040.0,0.2154537375837632,2.6085,2.641,93359,111384,Rhinolophus hipposideros,0.031,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
251,LF,2.651812,104492.1875,95040.0,-0.8606106328300066,2.6395,2.6665,93359,111024,Rhinolophus hipposideros,0.029,0.029,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
255,LF,2.6992040000000004,103515.625,95040.0,0.5944071991407125,2.6695,2.7033,93359,112345,Rhinolophus hipposideros,0.037,0.037,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
257,LF,2.679532,23437.5,24960.0,0.5200053238327358,2.6755,2.6839,24609,34031,Plecotus austriacus,0.012,0.042,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
258,HF,2.723056,71289.0625,71040.0,0.0629981258728926,2.6875,2.7262,68437,81817,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
263,LF,2.7600280000000006,104492.1875,95040.0,1.1563466853367357,2.7545,2.7847,93359,111346,Rhinolophus hipposideros,0.035,0.035,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
264,HF,2.786988,72265.625,76800.0,0.74227563243343,2.7555,2.7911,68437,81690,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
266,HF,2.80796,70312.5,76800.0,-0.0576142602880956,2.7735,2.8124,68437,82043,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
270,HF,2.8392640000000005,72265.625,71040.0,0.3676378931831922,2.8315,2.8738,68437,82595,Rhinolophus ferrumequinum,0.033,0.033,-1,Echolocation,250000,/Users/adityakrishna/Documents/Research/mila_files/mila-human-wav-txt/20220727_083000.WAV
