,detection_threshold,num_bd2_detections,num_human_annotations,true_positives,false_positives,false_negatives,true_negatives,precision,recall,input_file_name,site_name
293,0.22,125,168,122,3,46,0,0.976,0.7261904761904762,20220829_090000.WAV,Foliage
294,0.23,124,168,121,3,47,0,0.9758064516129032,0.7202380952380952,20220829_090000.WAV,Foliage
295,0.24,123,168,121,2,47,0,0.983739837398374,0.7202380952380952,20220829_090000.WAV,Foliage
296,0.25,123,168,121,2,47,0,0.983739837398374,0.7202380952380952,20220829_090000.WAV,Foliage
297,0.26,122,168,120,2,48,0,0.9836065573770492,0.7142857142857143,20220829_090000.WAV,Foliage
298,0.27,120,168,118,2,50,0,0.9833333333333333,0.7023809523809523,20220829_090000.WAV,Foliage
299,0.28,114,168,113,1,55,0,0.9912280701754386,0.6726190476190477,20220829_090000.WAV,Foliage
300,0.29,111,168,110,1,58,0,0.990990990990991,0.6547619047619048,20220829_090000.WAV,Foliage
301,0.3,109,168,108,1,60,0,0.9908256880733946,0.6428571428571429,20220829_090000.WAV,Foliage
302,0.31,106,168,106,0,62,0,1.0,0.6309523809523809,20220829_090000.WAV,Foliage
303,0.32,102,168,102,0,66,0,1.0,0.6071428571428571,20220829_090000.WAV,Foliage
304,0.33,98,168,98,0,70,0,1.0,0.5833333333333334,20220829_090000.WAV,Foliage
305,0.34,96,168,96,0,72,0,1.0,0.5714285714285714,20220829_090000.WAV,Foliage
306,0.35,91,168,91,0,77,0,1.0,0.5416666666666666,20220829_090000.WAV,Foliage
307,0.36,89,168,89,0,79,0,1.0,0.5297619047619048,20220829_090000.WAV,Foliage
308,0.37,88,168,88,0,80,0,1.0,0.5238095238095238,20220829_090000.WAV,Foliage
309,0.38,82,168,82,0,86,0,1.0,0.4880952380952381,20220829_090000.WAV,Foliage
310,0.39,79,168,79,0,89,0,1.0,0.47023809523809523,20220829_090000.WAV,Foliage
311,0.4,74,168,74,0,94,0,1.0,0.44047619047619047,20220829_090000.WAV,Foliage
312,0.41,67,168,67,0,101,0,1.0,0.39880952380952384,20220829_090000.WAV,Foliage
313,0.42,59,168,59,0,109,0,1.0,0.35119047619047616,20220829_090000.WAV,Foliage
314,0.43,56,168,56,0,112,0,1.0,0.3333333333333333,20220829_090000.WAV,Foliage
315,0.44,54,168,54,0,114,0,1.0,0.32142857142857145,20220829_090000.WAV,Foliage
316,0.45,51,168,51,0,117,0,1.0,0.30357142857142855,20220829_090000.WAV,Foliage
317,0.46,49,168,49,0,119,0,1.0,0.2916666666666667,20220829_090000.WAV,Foliage
318,0.47,49,168,49,0,119,0,1.0,0.2916666666666667,20220829_090000.WAV,Foliage
319,0.48,45,168,45,0,123,0,1.0,0.26785714285714285,20220829_090000.WAV,Foliage
320,0.49,41,168,41,0,127,0,1.0,0.24404761904761904,20220829_090000.WAV,Foliage
321,0.5,38,168,38,0,130,0,1.0,0.2261904761904762,20220829_090000.WAV,Foliage
322,0.51,34,168,34,0,134,0,1.0,0.20238095238095238,20220829_090000.WAV,Foliage
323,0.52,31,168,31,0,137,0,1.0,0.18452380952380953,20220829_090000.WAV,Foliage
324,0.53,28,168,28,0,140,0,1.0,0.16666666666666666,20220829_090000.WAV,Foliage
325,0.54,24,168,24,0,144,0,1.0,0.14285714285714285,20220829_090000.WAV,Foliage
326,0.55,15,168,15,0,153,0,1.0,0.08928571428571429,20220829_090000.WAV,Foliage
327,0.56,11,168,11,0,157,0,1.0,0.06547619047619048,20220829_090000.WAV,Foliage
328,0.57,10,168,10,0,158,0,1.0,0.05952380952380952,20220829_090000.WAV,Foliage
329,0.58,8,168,8,0,160,0,1.0,0.047619047619047616,20220829_090000.WAV,Foliage
330,0.59,6,168,6,0,162,0,1.0,0.03571428571428571,20220829_090000.WAV,Foliage
331,0.6,6,168,6,0,162,0,1.0,0.03571428571428571,20220829_090000.WAV,Foliage
332,0.61,5,168,5,0,163,0,1.0,0.02976190476190476,20220829_090000.WAV,Foliage
333,0.62,5,168,5,0,163,0,1.0,0.02976190476190476,20220829_090000.WAV,Foliage
334,0.63,5,168,5,0,163,0,1.0,0.02976190476190476,20220829_090000.WAV,Foliage
335,0.64,3,168,3,0,165,0,1.0,0.017857142857142856,20220829_090000.WAV,Foliage
336,0.65,1,168,1,0,167,0,1.0,0.005952380952380952,20220829_090000.WAV,Foliage
337,0.66,1,168,1,0,167,0,1.0,0.005952380952380952,20220829_090000.WAV,Foliage
338,0.67,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
339,0.68,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
340,0.69,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
341,0.7,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
342,0.71,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
343,0.72,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
344,0.73,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
345,0.74,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
346,0.75,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
347,0.76,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
348,0.77,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
349,0.78,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
350,0.79,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
351,0.8,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
352,0.81,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
353,0.82,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
354,0.83,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
355,0.84,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
356,0.85,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
357,0.86,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
358,0.87,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
359,0.88,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
360,0.89,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
361,0.9,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
362,0.91,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
363,0.92,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
364,0.93,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
365,0.94,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
366,0.95,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
367,0.96,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
368,0.97,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
369,0.98,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
370,0.99,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
371,1.0,0,168,0,0,168,0,,0.0,20220829_090000.WAV,Foliage
