,KMEANS_CLASSES,peak_frequency,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
34,LF,30720.0,0.5913063443541349,65.2495,65.2542,28906,39995,Plecotus auritus,0.044,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
35,LF,24960.0,0.5073297310739828,66.9305,66.9395,24609,32593,Eptesicus serotinus,0.157,0.316,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
36,LF,24000.0,0.24085923049733335,67.7145,67.73179999999999,23750,27697,Nyctalus leisleri,0.057,0.126,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
37,HF,40320.0,0.5272510109587962,69.5515,69.5605,39218,43333,Pipistrellus nathusii,0.111,0.147,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
38,LF,93120.0,0.4446709976740564,69.9905,70.0274,93359,110789,Rhinolophus hipposideros,0.092,0.092,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
39,HF,38400.0,0.23927192089228377,76.0645,76.0762,37500,41788,Pipistrellus nathusii,0.063,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
40,LF,24000.0,0.7249616349885453,78.2995,78.31530000000001,23750,27558,Nyctalus leisleri,0.047,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
41,LF,26880.0,1.6398064433575321,78.7475,78.7548,26328,37266,Eptesicus serotinus,0.042,0.161,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
42,LF,20160.0,1.7566755432058025,83.4235,83.43,16015,27311,Plecotus auritus,0.121,0.155,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
43,LF,30720.0,1.900319704247202,85.2115,85.2214,28906,34400,Nyctalus leisleri,0.126,0.244,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
44,LF,23040.0,1.150139389752931,87.4245,87.43860000000001,22890,27506,Nyctalus leisleri,0.035,0.081,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
45,LF,20160.0,0.8403804441641738,89.5085,89.5287,18593,22555,Nyctalus noctula,0.061,0.098,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
46,LF,28800.0,0.5800274074525748,93.6065,93.6184,26328,32136,Eptesicus serotinus,0.052,0.087,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
47,LF,20160.0,0.5210086772944458,94.1715,94.1776,15156,29690,Plecotus auritus,0.071,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
48,LF,23040.0,1.9685642891327788,94.3305,94.3378,22890,32126,Plecotus austriacus,0.039,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
49,LF,32640.0,0.3376513498835536,95.7845,95.7909,29765,37020,Eptesicus serotinus,0.045,0.118,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
50,LF,95040.0,0.3292990524412021,96.0755,96.1055,93359,110020,Rhinolophus hipposideros,0.082,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
51,LF,29760.0,1.33703097705167,100.1965,100.2024,28906,39275,Plecotus auritus,0.031,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
52,LF,31680.0,1.1289146628723417,100.9225,100.9331,27187,33241,Eptesicus serotinus,0.055,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
53,LF,21120.0,1.5522646239316091,101.2515,101.2572,15156,27318,Plecotus auritus,0.066,0.085,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
54,HF,45120.0,2.127635865382977,102.4335,102.4378,34921,51123,Barbastellus barbastellus,0.032,0.109,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
55,LF,26880.0,1.027082256290768,103.3825,103.3927,27187,32636,Eptesicus serotinus,0.043,0.107,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
56,HF,32640.0,2.5354423560145327,105.7265,105.73140000000001,28906,47114,Plecotus auritus,0.045,0.11,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
57,LF,22080.0,1.488091392969424,108.3635,108.3823,18593,22591,Nyctalus noctula,0.053,0.085,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
58,LF,28800.0,1.5016867556086175,109.65950000000001,109.6712,26328,31980,Eptesicus serotinus,0.064,0.148,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
59,LF,25920.0,0.4426788961707157,111.5675,111.5787,25468,31323,Nyctalus leisleri,0.04,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
60,HF,42240.0,1.0083148376801225,112.1885,112.1998,40078,43234,Pipistrellus nathusii,0.065,0.086,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
61,LF,22080.0,0.38404202289861167,117.1915,117.205,19453,24164,Nyctalus noctula,0.046,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
62,LF,27840.0,2.2745937018281315,120.2395,120.2477,26328,32997,Eptesicus serotinus,0.026,0.088,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
63,LF,23040.0,0.8180990005559965,122.4115,122.429,22890,28048,Nyctalus leisleri,0.034,0.081,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
64,LF,24960.0,1.3894506565693565,123.7225,123.7339,24609,30403,Nyctalus leisleri,0.043,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
65,HF,43200.0,1.876130520949647,125.0715,125.0828,42656,45251,Pipistrellus pipistrellus,0.107,0.13,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
66,LF,24000.0,0.8739258357655937,131.0735,131.0898,22890,27456,Nyctalus leisleri,0.036,0.081,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
67,HF,48000.0,1.3096303074403677,137.0725,137.0821,46093,49602,Pipistrellus pipistrellus,0.102,0.11,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
68,HF,37440.0,0.8401741247773973,140.3835,140.397,37500,41665,Pipistrellus nathusii,0.07,0.12,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
69,LF,95040.0,0.324370683286347,145.2845,145.3158,93359,110770,Rhinolophus hipposideros,0.082,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
70,LF,37440.0,1.3337834143085725,145.4715,145.4852,35781,40535,Pipistrellus nathusii,0.045,0.099,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
71,LF,24000.0,0.8097407338911498,151.4495,151.4677,22890,26636,Nyctalus leisleri,0.105,0.188,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
72,LF,23040.0,1.817118531964633,158.4005,158.412,22890,27800,Nyctalus leisleri,0.063,0.166,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
73,LF,31680.0,1.9602544387938667,159.4945,159.5059,28906,35616,Eptesicus serotinus,0.078,0.11,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
74,LF,24000.0,1.4340306626075883,163.7025,163.7203,22890,27070,Nyctalus leisleri,0.078,0.155,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
75,LF,20160.0,0.1025726040204116,167.7215,167.7429,18593,21614,Nyctalus noctula,0.101,0.152,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
76,HF,45120.0,2.053882261588771,174.5125,174.51839999999999,36640,45983,Barbastellus barbastellus,0.076,0.098,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
77,LF,29760.0,1.0904377216863868,180.3095,180.3252,28046,33039,Eptesicus serotinus,0.06,0.093,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
78,LF,23040.0,2.7971108433737806,196.1755,196.1806,14296,35046,Plecotus auritus,0.072,0.088,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
79,LF,37440.0,0.282724567189678,197.1585,197.1719,35781,39916,Pipistrellus nathusii,0.094,0.157,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
80,LF,23040.0,0.1681603877263391,197.7985,197.808,20312,26521,Plecotus austriacus,0.024,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
81,LF,34560.0,1.2846512908611893,202.26749999999998,202.2803,28906,35939,Eptesicus serotinus,0.056,0.08,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
82,LF,32640.0,1.3626883660666271,203.3355,203.3445,29765,38786,Eptesicus serotinus,0.075,0.109,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
83,HF,41280.0,1.9171942669189335,204.9715,204.9845,38359,41391,Pipistrellus nathusii,0.063,0.106,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
84,LF,23040.0,0.11329506756705703,205.0005,205.0201,21171,24790,Nyctalus noctula,0.058,0.116,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
85,HF,41280.0,0.3231003587693083,207.5015,207.5134,37500,40740,Pipistrellus nathusii,0.061,0.086,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
86,HF,37440.0,1.9202919828777851,207.5925,207.59890000000001,34921,41343,Barbastellus barbastellus,0.066,0.088,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
87,LF,15360.0,0.7091522184738129,208.1635,208.1796,14296,17617,Nyctalus noctula,0.07,0.099,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
88,HF,40320.0,1.8338333222836098,213.1125,213.1268,37500,41643,Pipistrellus nathusii,0.071,0.088,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
89,HF,73920.0,0.6046058590315209,214.0015,214.0329,69296,80840,Rhinolophus ferrumequinum,0.089,0.089,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
90,LF,20160.0,0.9065653102035786,214.1705,214.1766,14296,28506,Plecotus auritus,0.076,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
91,LF,20160.0,2.7534122129299163,214.5615,214.5712,15156,20133,Nyctalus noctula,0.046,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
92,LF,27840.0,0.5428671241595948,216.2955,216.306,26328,31134,Nyctalus leisleri,0.045,0.11,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
93,LF,32640.0,0.029776967967710396,219.1015,219.1195,30625,35309,Eptesicus serotinus,0.048,0.083,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
94,HF,38400.0,1.1203353663102347,223.7275,223.7339,35781,45590,Barbastellus barbastellus,0.08,0.119,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
95,LF,23040.0,0.7511311713125685,224.3555,224.3692,22031,25990,Nyctalus leisleri,0.05,0.102,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
96,LF,94080.0,0.5572069690319363,225.1265,225.1624,93359,110989,Rhinolophus hipposideros,0.081,0.081,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
97,LF,22080.0,0.6301642677889264,228.4905,228.5104,18593,23108,Nyctalus noctula,0.078,0.114,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
98,LF,30720.0,1.9230414187172613,232.4695,232.477,28046,36478,Eptesicus serotinus,0.064,0.134,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
99,LF,21120.0,0.43212760052997756,240.2055,240.2244,17734,21767,Nyctalus noctula,0.062,0.093,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
100,LF,26880.0,0.9992350575437868,248.3345,248.3437,27187,34325,Eptesicus serotinus,0.047,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
101,LF,30720.0,1.523864266191464,249.7285,249.74,28906,33293,Eptesicus serotinus,0.08,0.15,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
102,LF,30720.0,1.474855960903389,254.1715,254.1818,28906,37169,Eptesicus serotinus,0.07,0.102,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
103,LF,23040.0,0.034638257217680546,256.8975,256.9105,22031,27877,Nyctalus noctula,0.12,0.263,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
104,LF,24000.0,0.678950398274266,257.9065,257.9199,24609,29237,Nyctalus leisleri,0.045,0.104,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
105,LF,21120.0,0.874838886285051,258.2105,258.2155,14296,34635,Plecotus auritus,0.071,0.09,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
106,LF,32640.0,0.16757468536596665,263.5535,263.5606,28906,36808,Eptesicus serotinus,0.06,0.127,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
107,LF,21120.0,2.4432212278161805,264.3055,264.3108,15156,34076,Plecotus auritus,0.066,0.088,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
108,HF,50880.0,2.277699367579419,265.2815,265.2967,49531,56417,Pipistrellus pipistrellus,0.086,0.1,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
109,HF,39360.0,0.8900030997430273,265.5965,265.6092,38359,41492,Pipistrellus nathusii,0.166,0.202,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
110,LF,33600.0,1.060424770136846,268.1275,268.1401,32343,37184,Pipistrellus nathusii,0.093,0.181,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
111,LF,24000.0,1.0340071933181816,268.2205,268.2375,22890,27143,Nyctalus leisleri,0.062,0.129,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
112,LF,24000.0,0.7651022474469437,268.7195,268.7325,23750,29095,Nyctalus leisleri,0.083,0.23,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
113,LF,23040.0,1.405807683320612,270.3615,270.3777,22890,27661,Nyctalus leisleri,0.066,0.155,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
114,LF,94080.0,0.9722191640245632,273.6075,273.6392,93359,110624,Rhinolophus hipposideros,0.081,0.081,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
115,LF,31680.0,0.7880973785750355,274.0195,274.0298,29765,35742,Eptesicus serotinus,0.062,0.104,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
116,LF,26880.0,1.156001530294631,276.1665,276.1791,26328,31201,Eptesicus serotinus,0.136,0.25,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
117,LF,23040.0,0.27404876964377944,276.5735,276.5902,20312,24039,Nyctalus noctula,0.048,0.101,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
118,HF,36480.0,2.528196409534418,277.2355,277.2444,34921,44533,Pipistrellus nathusii,0.034,0.093,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
119,HF,56640.0,1.7644958968788251,280.6085,280.6214,56406,61420,Pipistrellus pygmaeus,0.141,0.153,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
120,HF,39360.0,0.8645420223265976,283.5045,283.5127,38359,43327,Barbastellus barbastellus,0.056,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
121,LF,19200.0,0.5009762020322976,283.6125,283.6326,16015,19078,Nyctalus noctula,0.12,0.158,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
122,HF,47040.0,2.998780340650891,284.9215,284.9341,45234,51053,Pipistrellus pipistrellus,0.081,0.095,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
123,LF,36480.0,0.34464658534311643,286.9955,287.0083,34921,40104,Pipistrellus nathusii,0.055,0.093,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
124,HF,36480.0,2.8698957184439164,289.2985,289.3042,33203,44182,Barbastellus barbastellus,0.08,0.118,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
125,HF,46080.0,3.0948189618704665,293.1005,293.1104,44375,52984,Pipistrellus pipistrellus,0.065,0.085,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
126,LF,29760.0,0.7560856401793771,293.4205,293.4291,28906,36088,Eptesicus serotinus,0.097,0.168,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
127,LF,22080.0,1.0449351665504398,294.3175,294.3338,22031,26588,Nyctalus noctula,0.043,0.102,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
128,LF,20160.0,0.6095143289697192,296.4165,296.4235,16015,25917,Plecotus auritus,0.064,0.082,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
129,HF,37440.0,3.0492511653351624,297.1655,297.1759,35781,43519,Pipistrellus nathusii,0.048,0.08,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
130,LF,21120.0,1.7619151295369502,298.2245,298.2337,15156,20404,Nyctalus noctula,0.037,0.087,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
131,HF,73920.0,2.5820352350738225,300.0015,300.0328,68437,79281,Rhinolophus ferrumequinum,0.083,0.084,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
132,HF,46080.0,2.368504243571953,303.7395,303.7502,44375,49102,Pipistrellus pipistrellus,0.1,0.11,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
133,LF,22080.0,1.1166627825426914,307.1655,307.1709,14296,33787,Plecotus auritus,0.114,0.133,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
134,LF,29760.0,1.5040891047731633,308.7645,308.7787,28906,33083,Nyctalus leisleri,0.113,0.217,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
135,LF,30720.0,0.706857958825487,313.8095,313.8199,28906,33744,Nyctalus leisleri,0.036,0.081,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
136,LF,23040.0,0.2970546574719425,314.8445,314.8545,22031,28821,Nyctalus noctula,0.028,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
137,HF,38400.0,0.3722880963783198,316.5725,316.5818,36640,41276,Barbastellus barbastellus,0.037,0.091,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
138,LF,20160.0,1.1054183531613406,318.2265,318.251,18593,21729,Nyctalus noctula,0.058,0.087,-1,Echolocation,250000,/home/adkris/Documents/mila-human-wav-txt/20220727_083000.WAV
