,freq_group,peak_frequency_time_SPECTROGRAM,peak_frequency_SPECTROGRAM,peak_frequency_WELCH,SNR,start_time,end_time,low_freq,high_freq,class,class_prob,det_prob,individual,event,sampling_rate,input_file
42,HF,0.7773666666666667,78750.0,78720.0,-0.926662008452074,0.7525,0.7888,68437,81458,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
43,HF,0.8131333333333333,73500.0,73920.0,0.7901184003947186,0.7945,0.8347,68437,81948,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
44,LF,0.8571000000000001,28500.0,28800.0,-0.5523351310108705,0.8555,0.8649,27187,37293,Eptesicus serotinus,0.009,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
46,LF,0.8675,24000.0,24000.0,0.1269055051692029,0.8635,0.874,24609,31665,Nyctalus leisleri,0.009,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
47,HF,0.8850999999999999,73500.0,72960.0,0.2163248559547838,0.8785,0.9214,68437,82824,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
48,HF,0.9221666666666668,81750.0,69120.0,-0.2421740255511112,0.9165,0.958,68437,82157,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
49,HF,0.9849666666666668,74250.0,72000.0,0.3158070640907938,0.9625,1.0012,68437,81874,Rhinolophus ferrumequinum,0.056,0.056,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
50,HF,1.0309333333333333,75750.0,72000.0,-0.1196344355894912,1.0065,1.0514,68437,83526,Rhinolophus ferrumequinum,0.052,0.052,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
52,HF,1.0867333333333336,69750.0,72000.0,-0.1713953657802764,1.0475,1.0881,68437,82143,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
53,LF,1.0613,29250.0,26880.000000000004,0.4504657037660817,1.0575,1.0647,27187,40099,Eptesicus serotinus,0.007,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
54,HF,1.0996999999999997,75000.0,72960.0,-0.128088984059091,1.0715,1.1103,68437,82141,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
55,HF,1.1135333333333333,74250.0,72960.0,-0.0288954809389024,1.0935,1.1358,68437,82674,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
56,HF,1.1506000000000003,78750.0,73920.0,0.0020482172148849,1.1345,1.1679,68437,80507,Rhinolophus ferrumequinum,0.022,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
57,HF,1.1890333333333334,81000.0,73920.0,0.309220799874066,1.1795,1.2218,68437,82973,Rhinolophus ferrumequinum,0.028,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
59,HF,1.2298666666666664,72750.0,81600.0,-0.3806107490573648,1.2205,1.2583,68437,81838,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
60,HF,1.2646666666666666,69000.0,74880.0,-0.1810990489993059,1.2295,1.2695,68437,82550,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
61,LF,1.2556333333333332,23250.0,24000.0,0.711793863679558,1.2445,1.2572,22890,28705,Nyctalus leisleri,0.017,0.037,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
62,LF,1.2798666666666665,28500.0,26880.000000000004,-0.3591414514609247,1.2725,1.2843,27187,34713,Eptesicus serotinus,0.017,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
63,HF,1.3049666666666668,71250.0,72000.0,0.2395713016359544,1.2755,1.3142,68437,82557,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
65,LF,1.3159999999999998,29250.0,26880.000000000004,0.1318558067960631,1.3135,1.3255,27187,33060,Eptesicus serotinus,0.015,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
66,HF,1.3396666666666666,75000.0,74880.0,0.3605998805129961,1.3235,1.3615,68437,82233,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
67,HF,1.3717333333333337,80250.0,70080.0,0.4525901647364165,1.3325,1.3731,68437,82484,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
69,HF,1.4322333333333332,72000.0,72960.0,-0.2343985252110815,1.4275,1.4676,68437,82844,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
71,LF,1.4502666666666664,30000.0,29760.0,-0.4355579061644056,1.4465,1.4549,28046,40202,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
73,HF,1.5077,73500.0,73920.0,0.7515389850214205,1.4775,1.5143,68437,81919,Rhinolophus ferrumequinum,0.022,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
74,LF,1.4835,28500.0,27839.999999999996,0.3082314836708394,1.4795,1.49,27187,34376,Eptesicus serotinus,0.018,0.034,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
75,HF,1.5266,69750.0,72000.0,0.2475058192010872,1.4925,1.5324,68437,82752,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
76,HF,1.5489333333333335,71250.0,79680.0,-0.2718469123229127,1.5235,1.5639,68437,81922,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
79,HF,1.5950333333333333,69000.0,79680.0,-0.4325727905757413,1.5605,1.5953,68437,81306,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
80,LF,1.5635333333333334,28500.0,28800.0,0.6927938130340621,1.5625,1.5713,28046,38736,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
81,HF,1.6044999999999998,79500.0,79680.0,-0.4931698356248249,1.5755,1.617,68437,82914,Rhinolophus ferrumequinum,0.032,0.032,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
82,HF,1.6133333333333335,75000.0,79680.0,-0.674428023862529,1.5845,1.6215,68437,82271,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
83,HF,1.6275,80250.0,79680.0,-0.1086421579440122,1.5935,1.63,68437,81610,Rhinolophus ferrumequinum,0.021,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
85,HF,1.6457333333333335,78000.0,75840.0,0.4613208643333421,1.6265,1.6661,68437,82681,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
88,HF,1.7120333333333335,73500.0,79680.0,-0.2030763646820384,1.6765,1.7173,68437,82888,Rhinolophus ferrumequinum,0.031,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
91,LF,1.7226666666666668,24750.0,24000.0,-0.1219320101592697,1.7195,1.732,23750,29623,Nyctalus leisleri,0.017,0.042,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
92,HF,1.7508666666666666,78750.0,77760.0,-0.1440210744653431,1.7405,1.7808,68437,82643,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
93,HF,1.7744333333333333,74250.0,71040.0,-0.0867205187076263,1.7455,1.7859,68437,82627,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
94,HF,1.7904666666666669,73500.0,78720.0,0.2372178854708864,1.7765,1.8167,68437,82755,Rhinolophus ferrumequinum,0.033,0.033,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
95,HF,1.8333666666666668,76500.0,71040.0,0.1041484525932969,1.8035,1.8418,68437,81984,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
97,HF,1.8576666666666668,72750.0,72000.0,-0.4316982879224285,1.8565,1.8955,68437,82459,Rhinolophus ferrumequinum,0.03,0.03,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
100,LF,1.8901333333333337,28500.0,27839.999999999996,0.14211744934839,1.8845,1.8922,27187,41526,Eptesicus serotinus,0.008,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
101,LF,1.9024333333333336,24000.0,24000.0,0.0674442543298123,1.8985,1.9044,25468,37300,Plecotus auritus,0.017,0.047,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
102,HF,1.9641666666666664,78000.0,78720.0,-0.3799388565915789,1.9255,1.969,68437,83496,Rhinolophus ferrumequinum,0.044,0.044,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
103,LF,1.9468,27000.0,26880.000000000004,0.3455672910375824,1.9455,1.9517,28046,40077,Eptesicus serotinus,0.01,0.038,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
105,HF,2.0071333333333334,78750.0,69120.0,0.0195161963262151,2.0015,2.0372,68437,81099,Rhinolophus ferrumequinum,0.121,0.121,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
108,LF,2.054133333333334,24000.0,24000.0,-0.2246356979551779,2.0485,2.0562,23750,32032,Plecotus austriacus,0.009,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
109,HF,2.0912,72750.0,72000.0,0.3552325007301993,2.0905,2.1253,68437,81746,Rhinolophus ferrumequinum,0.023,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
110,LF,2.1218,24000.0,23040.0,1.2982647121279831,2.1205,2.1302,22031,28108,Plecotus austriacus,0.01,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
111,HF,2.1560666666666672,72750.0,72000.0,-0.1520839441149298,2.1345,2.1706,68437,82383,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
112,HF,2.2130000000000005,75000.0,69120.0,0.5013442055231431,2.2105,2.247,68437,81191,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
113,HF,2.275233333333334,80250.0,69120.0,-0.2183084307766726,2.2425,2.2791,68437,81665,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
114,LF,2.2494666666666667,23250.0,23040.0,-0.410067820633232,2.2445,2.2552,23750,29961,Nyctalus leisleri,0.011,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
117,LF,2.2901,22500.0,23040.0,0.3267462413720522,2.2885,2.2979,14296,22904,Nyctalus noctula,0.023,0.05,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
119,HF,2.3110666666666675,72750.0,74880.0,0.1615338043071701,2.3025,2.3411,68437,82231,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
120,LF,2.3218666666666667,21750.0,22080.0,0.569527770668023,2.3215,2.3438,19453,22209,Nyctalus noctula,0.015,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
121,LF,2.3732000000000006,28500.0,32640.000000000004,0.1200640201181757,2.3715,2.3808,28906,36921,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
122,HF,2.386733333333334,81750.0,77760.0,0.502193491296363,2.3725,2.4136,68437,82792,Rhinolophus ferrumequinum,0.029,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
123,LF,2.414966666666667,24000.0,25920.0,0.2590466117346449,2.4095,2.4162,24609,38596,Plecotus austriacus,0.007,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
124,LF,2.4362000000000004,22500.0,24000.0,-0.4039795192463764,2.4355,2.4458,22890,28513,Nyctalus leisleri,0.009,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
126,LF,2.474600000000001,35250.0,35520.0,0.5230914368729921,2.4695,2.4789,28906,37842,Eptesicus serotinus,0.009,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
127,LF,2.4959666666666664,26250.0,25920.0,1.0264947853322697,2.4915,2.4992,24609,37664,Plecotus austriacus,0.008,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
128,LF,2.529533333333333,26250.0,24960.0,-0.1993985067283222,2.5235,2.5343,24609,30589,Nyctalus leisleri,0.013,0.028,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
129,HF,2.5664333333333333,77250.0,71040.0,0.4330198842020269,2.5595,2.5939,68437,81710,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
130,HF,2.6174333333333335,76500.0,70080.0,0.6439959297170338,2.5915,2.6279,68437,81673,Rhinolophus ferrumequinum,0.032,0.032,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
132,HF,2.6281666666666665,74250.0,73920.0,-0.3069513795448836,2.6205,2.6635,68437,83111,Rhinolophus ferrumequinum,0.033,0.033,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
133,LF,2.768233333333334,26250.0,24960.0,0.1423570519378289,2.7625,2.7701,25468,34457,Plecotus austriacus,0.006,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
134,HF,2.8288333333333333,70500.0,70080.0,0.1981143164883606,2.7965,2.83,68437,81445,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
135,HF,2.809166666666667,78000.0,70080.0,0.2113270465284425,2.8045,2.84,68437,81234,Rhinolophus ferrumequinum,0.023,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
136,LF,2.841566666666667,24000.0,23040.0,0.1955090762028849,2.8335,2.8446,23750,29218,Nyctalus leisleri,0.015,0.031,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
138,HF,2.8945333333333334,73500.0,72960.0,0.3126919786990061,2.8735,2.9113,68437,82267,Rhinolophus ferrumequinum,0.027,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
139,LF,2.8769666666666676,23250.0,23040.0,0.8624862113164709,2.8755,2.8827,22890,30949,Plecotus austriacus,0.014,0.027,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
141,LF,2.9079333333333337,17250.0,22080.0,1.2346739151712618,2.9045,2.9144,15156,23172,Nyctalus noctula,0.015,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
143,HF,2.967366666666667,70500.0,74880.0,-0.1972289753518516,2.9655,3.0073,68437,84100,Rhinolophus ferrumequinum,0.047,0.047,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
144,LF,3.0306333333333337,24000.0,24000.0,0.9185539832382578,3.0285,3.0362,23750,33223,Plecotus austriacus,0.011,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
145,HF,3.0747,74250.0,72960.0,0.0425183103581622,3.0635,3.1018,68437,82104,Rhinolophus ferrumequinum,0.025,0.025,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
146,HF,3.0952666666666673,73500.0,72960.0,0.1355646928051812,3.0775,3.1174,68437,82288,Rhinolophus ferrumequinum,0.022,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
148,LF,3.1110333333333338,27000.0,26880.000000000004,0.0632490422333012,3.1065,3.1153,27187,40476,Eptesicus serotinus,0.007,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
149,HF,3.132,48750.0,49920.0,1.2123330759527275,3.1275,3.1375,49531,53947,Pipistrellus pipistrellus,0.033,0.036,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
153,LF,3.1483333333333334,23250.0,24000.0,0.19139406240306,3.1475,3.1565,22890,29638,Plecotus austriacus,0.009,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
154,LF,3.1602333333333332,23250.0,24960.0,-0.3843541541962453,3.1565,3.1626,24609,34738,Plecotus austriacus,0.014,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
155,LF,3.2070333333333334,27000.0,28800.0,0.1921529567838689,3.2005,3.2108,28046,35339,Eptesicus serotinus,0.01,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
156,HF,3.2541666666666664,72000.0,71040.0,-0.0379604162386326,3.2255,3.265,68437,82000,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
157,LF,3.2428,24000.0,23040.0,0.2088040618901733,3.2405,3.2492,23750,31676,Plecotus austriacus,0.008,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
158,HF,3.2657000000000003,73500.0,72960.0,-0.304630619445434,3.2565,3.2933,68437,81719,Rhinolophus ferrumequinum,0.021,0.021,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
159,HF,3.336333333333333,75750.0,74880.0,0.2440934309895162,3.3055,3.3475,68437,82844,Rhinolophus ferrumequinum,0.026,0.026,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
160,LF,3.327500000000001,25500.0,24960.0,0.0919493253914517,3.3275,3.335,23750,32806,Plecotus austriacus,0.013,0.029,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
162,LF,3.3468333333333335,22500.0,23040.0,0.3124502899286755,3.3375,3.3485,22890,27144,Nyctalus leisleri,0.012,0.023,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
164,LF,3.3877,25500.0,25920.0,0.7511278426492298,3.3805,3.3913,25468,32056,Eptesicus serotinus,0.008,0.022,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
165,HF,3.448866666666667,78750.0,80640.0,-0.2792188283938391,3.4155,3.4538,68437,82185,Rhinolophus ferrumequinum,0.024,0.024,-1,Echolocation,192000,/home/adkris/Documents/mila-human-wav-txt/20220829_090000.WAV
